|character|text|type|character_clean|gender
29||INT. SUPERINDENDENT CHIN'S OFFICE - NIGHT|location||
30||The following conversation is in Chinese, English subtitles.|stage direction||
31|SUPERINDENDENT CHIN|"Lee, there was a bombing at the American
Embassy.  Two American translators were
killed."|speech|SUPERINDENDENT CHIN|M
32|LEE|Any leads?|speech|LEE|M
33||(beat)|location||
34|SUPERINDENDENT CHIN|"We think it's Ricky Tan.  If you don't
want to take the case, I'll understand."|speech|SUPERINDENDENT CHIN|M
35|LEE|It's my responsibility.|speech|LEE|M
36||Lee hangs up the cell phone.|stage direction||
37|CARTER|"What was that?  Did you just pick up a
case?  Did we just take another damn
case on my vacation?"|speech|CARTER|M
38||Lee smiles at Carter.|stage direction||
39|LEE|"Of course not.  My Superindendent
invited us to a club tonight.  Big
party."|speech|LEE|M
40|CARTER|"Don't be messing with me, Lee.  I will
kick your ass.  I'll hit you so hard
you'll end up in the Ming Dynasty."|speech|CARTER|M
41|LEE|Carter, would I lie to you?|speech|LEE|M
42||EXT. RAVEN CLUB - NIGHT|location||
43||"Carter follows Lee out of the car, the two men making their
way to the door of the Raven Club.  Carter is combing his
hair, getting himself ready for a night on the town, stopping
when he spots two hot WOMEN walking into the club."|stage direction||
44|CARTER|"That's what I'm talking about.  A real
Hong Kong night club.  You want an
Altoid?"|speech|CARTER|M
45|LEE|No.|speech|LEE|M
46|CARTER|"You better take one.  Your breath has
been a little funky all day.  Let me
look at you."|speech|CARTER|M
47||Carter looks at Lee.  Fixes his collar.|stage direction||
48|CARTER (CONT'D)|"Just relax and don't worry about a
thing.  I'll hook you up in there.  You
got condoms?"|speech|CARTER|M
49|LEE|No.|speech|LEE|M
50|CARTER|"Take this.  It's a Magnum.  You can fold
it in half."|speech|CARTER|M
51||Carter dances through the door, Lee follows.|stage direction||
52||INT. RAVEN CLUB - NIGHT|location||
53||"A dark, upscale club that is packed with GANGSTERS, BEAUTIFUL
GIRLS and CIVILIANS.  Lee and Carter walk in.  Lee is trying
to keep a low profile as Carter stares up at the stage, where
a man sings Karaoke -- the most painful rendition of Michael
Jackson's ""DON'T STOP 'TILL YOU GET ENOUGH."""|stage direction||
54|LEE|"I'll meet you at the bar in ten minutes.
They don't like tourists in here, so try
to blend in."|speech|LEE|M
55|CARTER|"Blend in?  I'm two feet taller than
everyone here.  Where you going?"|speech|CARTER|M
56|LEE|Bathroom.|speech|LEE|M
57||"Lee walks off, trying not to be seen as Carter steps up to
the bar, takes a seat next to TWO CHINESE THUGS."|stage direction||
58|CARTER|How you boys doing tonight?|speech|CARTER|M
59||"The thugs ignore Carter as he motions to the stage, where the
OLD MAN continues to sing."|stage direction||
60|CARTER (CONT'D)|"That is the worst singing I've ever
heard.  That sounds like something you'd
hear in prison after lights out."|speech|CARTER|M
61||The thugs continue to ignore Carter.|stage direction||
62||INT. RAVEN CLUB - BACK HALL - NIGHT|location||
63||"Lee makes his way down a hallway -- looks through an open
door - sees a private room.  Several TRIADS are using hi-tech
MACHINES to count stacks of AMERICAN HUNDRED DOLLAR BILLS."|stage direction||
64|CARTER (V.O.)|"Get closer to my body now.  And just
love me, till you don't know how..."|speech|CARTER|M
65||"Lee steps back into shadow -- does a double take as he
realizes he's hearing Carter belting out ""DON'T STOP 'TILL
YOU GET ENOUGH."""|stage direction||
66||INT. RAVEN CLUB - CONTINUOUS|location||
67||"A room full of Chinese sitting with their mouths open,
watching Carter on the Karaoke stage doing a dead-on Michael
Jackson, singing his heart out.  Dancing and making eyes at a
few of the smitten women who are watching him."|stage direction||
68||(whispering from side of stage)|location||
69|LEE|Carter, get off that stage!|speech|LEE|M
70|CARTER|"Are you kidding, they love me.  I'm a
star, Lee.  A god to these people!"|speech|CARTER|M
71||"Carter resumes singing, really getting down.  Moonwalking to
the EDGE of the STATE where Lee PULLS HIM OFF."|stage direction||
72|LEE|"This is a gangster bar, we're here
undercover."|speech|LEE|M
73|CARTER|I knew you were lying.|speech|CARTER|M
74|LEE|I'm sorry.|speech|LEE|M
75|CARTER|"Damn it, why are you ruining my night?
I'm just starting to have fun."|speech|CARTER|M
76||(beat)|location||
77|CARTER|"Well fine then, go ahead, pull your
badge and do your thing."|speech|CARTER|M
78|LEE|"No, we're here for information, to find
out where a man named Ricky Tan is.  We
must tread softly and keep our ears
open."|speech|LEE|M
79|CARTER|"Tread softly?  Who taught you how to
roost a bar?"|speech|CARTER|M
80|LEE|"Carter, you don't understand.  These men
are Fu-Cang-Long Triads.  Part of the
most deadly gang in China."|speech|LEE|M
81|CARTER|"Man, are you crazy?  You think that
scares me?  I'm from  L.A.  We invented
gangs.  We were having gang wars before
anybody even thought about it.  We get
royalties from other gangs.  Now gimme
your badge and gun and I'll show you how
it's done."|speech|CARTER|M
82|LEE|"No.  You are a civilian.  In China, I am
Michael Jackson, and you are Toto."|speech|LEE|M
83|CARTER|"You mean Tito.  We had  Toto for dinner
last night."|speech|CARTER|M
84||"Before Lee can react, Carter has lifted Lee's badge and gun.
Carter bounds back on stage, pulls the plug on the music and
fires three SHOTS into the ceiling, silencing the bar."|stage direction||
85||(Chinese)|location||
86|CARTER (CONT'D)|"Deng wa lu yun, shen wu wattu masu wang
lui."|speech|CARTER|M
87||"Nobody moves.  Strange looks from the crowd.  Carter turns to
Lee."|stage direction||
88||(whispering)|location||
89|CARTER (CONT'D)|What'd I say?|speech|CARTER|M
90|LEE|"You just said you're their worst
nightmare - and to line their mothers up
for a milking."|speech|LEE|M
91|CARTER|"Shit.  C'mon, get up here and help me
out."|speech|CARTER|M
92||"Reluctantly, Lee gets on stage.  More looks from the Chinese
as Carter speaks, Lee translating."|stage direction||
93|CARTER (CONT'D)|"Okay, all the Triads and ugly women go
to that side, all fine ass women on this
side."|speech|CARTER|M
94||Nobody moves.  Carter fires two more shots in the ceiling.|stage direction||
95|CARTER (CONT'D)|"Let's try this again.  Who here knows
Ricky Tan, raise your hand."|speech|CARTER|M
96||Nobody moves.|stage direction||
97|CARTER (CONT'D)|Who here is named Lee?  Raise your hand.|speech|CARTER|M
98||Nobody moves.|stage direction||
99|CARTER (CONT'D)|Now I know you're lying.|speech|CARTER|M
100||"The crowd still hasn't moved.  Except in the back, where Lee
spots several GANGSTERS leaving.  As Lee runs off stage --"|stage direction||
101||(as they run out)|location||
102|CARTER (CONT'D)|"I come back and catch y'all singing
Michael Jackson and you're all going to
jail."|speech|CARTER|M
103||EXT. RAVEN CLUB - NIGHT|location||
104||"Lee and Carter run into the street, just in time to see HU LI
and several gangsters round a corner."|stage direction||
105|CARTER|Stop!  LAPD!|speech|CARTER|M
106||Lee takes off and chases them on foot.|stage direction||
107||"EXT. HONG KONG STREET - NIGHT
EXT. HONG KONG STREET - NIGHT"|location||
108||"The far end of the street is BLOCKED BY MARKET STALLS.  The
GANGSTERS look around frantically.  An apartment building is
under CONSTRUCTION, massive BAMBOO SCAFFOLDING top to bottom.
Their only way out is UP.
Lee and Carter dash around the corner to see the gangsters
SWARMING UP THE SCAFFOLDING.  Lee wastes no time going after
them.  With a running start, he JAMS A FOOT on the wall and
VAULTS to the BOTTOM RUNG, GRABS HOLD AND SWINGS UP."|stage direction||
109|CARTER|Hang on, Lee.  I'm coming.|speech|CARTER|M
110||"Carter jumps to grab hold of the scaffolding.  NOT EVEN
CLOSE.  He backs up -- he's gonna take a running start!
ABOVE - LEE REACHES 4 GANGSTERS.  They all tear off the
LENGTHS OF BAMBOO and square off.  The clatter of wood
against wood as they beat at each other.  Wrestling over his
pole, Lee FLINGS TWO of the GANGSTERS over the edge.
BELOW, Carter has hold of the bottom rung, STRAINING MIGHTILY
to pull himself up.  Just as he gets his chin above the
bar... snap!  It BREAKS and he drops.  Then...
WHAM!  WHAM!  The two gangsters CRASH LAND ON EITHER side of
CARTER.  HE takes one look at their pain."|stage direction||
111|CARTER (CONT'D)|Forget this...|speech|CARTER|M
112||"He dashes into the stairwell.  ABOVE, the last two GANGSTERS
come at Lee.  He stomps down, levering up floor boards, which
SEE-SAWS them off-balance.  With the advantage, he BATTERS
them with his bamboo pole and knocks them off.  He climbs
after the GANGSTER LEADER.
ON HU LI and the GANGSTERS
Coming over the crest of the hill, seeing Carter climbing up
the hill."|stage direction||
113||EXT. ROOF - CONTINUOUS|location||
114||"Lee pulls himself up onto the roof, takes a few steps when
WHAM!  He is clocked by a 16-foot BAMBOO POLE.  Lee TOPPLES
OVER THE EDGE!  We see his adversary for the first time.
HU LI - AGILE, GORGEOUS...DANGEROUS
As she steps to the edge... BOOM!  The STAIRWELL DOOR FLIES
OPEN and CARTER EMERGES.  Gun low and ready.  Hu Li is gone."|stage direction||
115||(out of breath)|location||
116|CARTER|Freeze!  Nobody move!|speech|CARTER|M
117||"Carter goes to the edge and sees Lee hanging on a pole below.
Carter is blind-sided by Hu Li.
She takes one sultry step towards him, then twists her heel
and WINDMILLS a HARD KICK that sends Carter FLYING OFF THE
ROOF!
He falls along the side of the building.  He manages to grab
the end of a BAMBOO POLE that juts out from the scaffolding.
LEE IS RIGHT THERE NEXT TO HIM!
They're hanging side-by-side, holding on for their lives.  Hu
Li looks down at them.  She has no weapon to finish them off.
She turns and runs, disappearing in the night.
CARTER AND LEE
holding on with all their strength.  The bamboo is starting
to bend."|stage direction||
118|CARTER (CONT'D)|All I wanted was a little mu-shu.|speech|CARTER|M
119|LEE|Try to land on your feet.|speech|LEE|M
120||Carter looks down at a rancid dumpster below them.|stage direction||
121|CARTER|"I can't believe I flew ten-thousand
miles for this shit."|speech|CARTER|M
122||"The POLE BREAKS
SUPER THE TITLE:
RUSH HOUR 2: REMEMBER THE DRAGON"|stage direction||
123||INT. LEE'S UNMARKED POLICE CAR - LATER THAT NIGHT|location||
124||"Carter and Lee drive through Hong Kong, the two men riding in
silence, bruised and covered in garbage."|stage direction||
125|CARTER|You lied to me.|speech|CARTER|M
126|LEE|I'm sorry.|speech|LEE|M
127|CARTER|"You're sorry.  I got somebody's old
chopsticks stuck in my ass, so don't
tell me you're sorry.  Just take me
home."|speech|CARTER|M
128|LEE|"No time.  There was an explosion at the
American Embassy today -- two American
translators were killed."|speech|LEE|M
129||Carter takes this in.  Can't believe his own bad luck.|stage direction||
130|CARTER|"So that Ricky Tan, he's the one who blew
up the Embassy?"|speech|CARTER|M
131||EXT. MONASTERY SCHOOL - EARLY MORNING|location||
132||"Lee and Carter walk into a massive COURTYARD, where thirty 12
year olds are going through their warm up routines.
MASTER FU, 60's, wears a BLACK ROBE as he teaches his kids."|stage direction||
133|CARTER|"I'm telling you right now, I'm tired of
this shit.  There's two billion Chinese -
let one of them be your partner."|speech|CARTER|M
134|LEE|This won't take long.|speech|LEE|M
135||Master Fu barks out a barrage of SHAOLIN FIGHTING STANCES.|stage direction||
136|MASTER FU|Dragon kick!|speech|MASTER FU|M
137||Like well-trained army, the students YELL AND KICK HARD.|stage direction||
138|MASTER FU (CONT'D)|Lotus block!|speech|MASTER FU|M
139||"The students YELL and form an ""X"" with their arms.  Master Fu
notices Carter and Lee watching from the back."|stage direction||
140|MASTER FU (CONT'D)|Twisting Tiger!|speech|MASTER FU|M
141||No response.  The students exchange baffled looks.|stage direction||
142||(staring straight at Lee)|location||
143|MASTER FU (CONT'D (CONT'D)|Twisting Tiger!|speech|MASTER FU|M
144||"Lee may be a big rusty, but he puts on a shit-kicking move
that leaves the students blown away.  Lee smiles, basking in
the glow...
...until he sees Master Fu's disappointment."|stage direction||
145|MASTER FU (CONT'D)|"Didn't I teach you to always arch your
back?"|speech|MASTER FU|M
146||(bowing, humbled)|location||
147|LEE|Yes, Master.|speech|LEE|M
148||"While Lee follows Master Fu, Carter stands in front of the 12
YEAR OLDS, who sit motionless around a fighting circle.
Carter starts stretching his legs, warming up."|stage direction||
149|CARTER|"I was watching you kids.  My name is
Carter, LAPD, and I'm a third degree
black belt.  At least that's what I tell
the girls at the Holiday Health Spa
where I work out."|speech|CARTER|M
150||"Carter throws a series of QUICK PUNCHES, but the kids have no
reaction."|stage direction||
151|CARTER (CONT'D)|"Let me give you kids some tips.  The key
to Kung Fu is the follow through.  Why
don't you stand up."|speech|CARTER|M
152||"THE KIDS DON'T MOVE, no reaction.  Carter continues to throw
punches."|stage direction||
153|CARTER (CONT'D)|"Go ahead, kick me, hit me.  I'll show
you how to block.  Come on, stand up,
give me your best shot -- try to kick
right to my head."|speech|CARTER|M
154||"The kids still don't move.  Carter, working up a sweat from
shadow fighting, takes off his JACKET, DRAPING IT over the
HOLY BUDDHA behind him -- a mistake.  He swings back around
to face the kids and NEVER SEES THE KICK that sends him
flying back onto the mat.  He looks around and sees ALL of
the kids STANDING, in FIGHTING POSITION."|stage direction||
155|CARTER (CONT'D)|"That's pretty good.  Which one of you
kids did that?"|speech|CARTER|M
156||INT. COURTYARD PATHWAY - CONTINUOUS|location||
157||Lee and Master Fu walking.|stage direction||
158|LEE|"I need your help, Master.  I'm seeking a
man who used to train with you.  He's
become a killer - the worst kind of
animal."|speech|LEE|M
159|MASTER FU|"Animals kill only from hunger or fear.
The man you seek is lower than a
serpent."|speech|MASTER FU|M
160||(faces Lee)|location||
161|MASTER FU|...he kills for money.|speech|MASTER FU|M
162||"In the b.g., we see the kids leaping acrobatically over
Carter from all sides.  Carter, frustrated, tries to grab the
kids out of the air as they fly by, but they elude him.  They
disappear O.S.
Lee and Master Fu walk another moment, Master Fu lost in
thought."|stage direction||
163|MASTER FU (CONT'D)|"He was the best I ever trained, you
know."|speech|MASTER FU|M
164|LEE|Ricky Tan?|speech|LEE|M
165|MASTER FU|No.  Your father.|speech|MASTER FU|M
166||(Lee reacts)|location||
167|MASTER FU|"Your father and Ricky Tan were my
favorite students... and for such awful
things to happen as they did --"|speech|MASTER FU|M
168||"Lee cuts off Master Fu's reminisces -- he's obviously
uncomfortable."|stage direction||
169|LEE|How do I find Ricky Tan?|speech|LEE|M
170||"AGAIN IN THE B.G., Carter and the flying kids go zipping by
in the other direction, disappear O.S.
Master Fu pats the SOIL around a struggling plant."|stage direction||
171|MASTER FU|"A seeding spends its entire life
reaching towards Heaven."|speech|MASTER FU|M
172|LEE|I know, Master, but...|speech|LEE|M
173|MASTER FU|"The answers you seek can be found in
Heaven on Earth."|speech|MASTER FU|M
174|LEE|"Heaven on Earth?  Master, I don't
understand."|speech|LEE|M
175||(working it)|location||
176|LEE|"A temple, where Heaven is on Earth?  A
mountain, where Earth reaches for the --"|speech|LEE|M
177|MASTER FU|"It's a massage parlor downtown.  ""Heaven
on Earth.""  You will find your answers
there."|speech|MASTER FU|M
178||"Lee bows to Master Fu, slowly turns to walk back down the
pathway."|stage direction||
179|MASTER FU (CONT'D)|Wait!  Put a c-note in the jar.|speech|MASTER FU|M
180||"Lee puts a few bills in the jar, heads down a pathway.
Master Fu walks over and takes the cash."|stage direction||
181|MASTER FU (CONT'D)|Cheap bastard...|speech|MASTER FU|M
182||EXT. MONASTERY SCHOOL - CONTINUOUS|location||
183||"Lee emerges from the path, stops when he sees Carter -- two
students headlocked under each arm, another two scissor
locked between his legs, holding another two down with his
hands, and sitting on the last one."|stage direction||
184|CARTER|"And that's how you use the LAPD choke
hold.  Now start practicing and don't
make me come back here!"|speech|CARTER|M
185|LEE|Carter...you ready to have some fun!?|speech|LEE|M
186||EXT. HEAVEN ON EARTH MASSAGE PARLOR - DAY|location||
187||A neon light hangs above the upscale massage parlor.|stage direction||
188|LEE|"Just follow my lead and act like a
tourist."|speech|LEE|M
189|CARTER|I am a tourist.|speech|CARTER|M
190||INT. HEAVEN ON EARTH MASSAGE PARLOR - CONTINUOUS|location||
191||"Lee and Carter walk into an upscale MASSAGE PARLOR and stand
in a lobby.  SOFT MUSIC is playing."|stage direction||
192|HOSTESS|Good afternoon, gentlemen.|speech|HOSTESS|M
193||Lee bows, followed by Carter.|stage direction||
194||(in Chinese)|location||
195|LEE|Hello.|speech|LEE|M
196|CARTER|How you doin'?|speech|CARTER|M
197|LEE|"My friend is on vacation, from America.
I want to show him a good time."|speech|LEE|M
198|HOSTESS|Oh, you American?|speech|HOSTESS|M
199|CARTER|That's right.|speech|CARTER|M
200|HOSTESS|You bring American money?|speech|HOSTESS|M
201||(holding up a Platinum AmEx)|location||
202|CARTER|Never leave home without it.|speech|CARTER|M
203||(to Lee)|location||
204|CARTER|"Lee, this one's on me.  You save your
money."|speech|CARTER|M
205||"The Hostess takes Carter by the arm, walks over to a HIDDEN
SLIDING DOOR - slides it open to reveal TWENTY BEAUTIFUL
WOMEN.  Carter truly is in Heaven."|stage direction||
206|HOSTESS|"You get massage from Chinese girl
before?"|speech|HOSTESS|M
207|CARTER|No.  It's my first time.|speech|CARTER|M
208|HOSTESS|"You pick any girl for you and your
friend."|speech|HOSTESS|M
209||Carter looks like a kid in a candy store.|stage direction||
210|CARTER|"Any girl?  Okay.  Let's start with that
one."|speech|CARTER|M
211|HOSTESS|Oh yes, she's very nice.|speech|HOSTESS|M
212|CARTER|"She is nice.  But I am very tense.  I'm
gonna need a lot of massages.  I'll take
that one, too.  How you doin', baby?
And...that one in pink.  She can do my
feet."|speech|CARTER|M
213||Lee elbows Carter.|stage direction||
214|LEE|What are you doing?|speech|LEE|M
215|CARTER|She said I could pick any girl I want.|speech|CARTER|M
216|LEE|Well, hurry up.|speech|LEE|M
217|CARTER|"Hey!  You don't break in front of a
black man in a buffet line."|speech|CARTER|M
218||(to Lee)|location||
219|HOSTESS|Your friend have big appetite.|speech|HOSTESS|M
220||(handing ROBES to Lee and|location||
221|Carter)|"Please put these on and wait upstairs in
the quiet room."|speech||
222||INT. QUIET ROOM MASSAGE PARLOR - DAY|location||
223||"TWENTY MEN in SILK ROBES lie in reclining chairs, women
massaging their feet and hands.  There are BIG SCREEN TV's
showing nature films, relaxation music playing in the
background.
Lee and Carter sit in the quiet room dressed in MATCHING
PURPLE ROBES.  Lee wears SLIPPERS, Carter wears his HIGH
TOPS.  Carter is enjoying a hand and neck massage at the same
time.  A WOMAN walks over and hands them each a drink."|stage direction||
224|CARTER|"Now I'm on vacation.  I knew you'd come
through, Lee."|speech|CARTER|M
225||"LEE doesn't respond.  LEE IS STARING AT SOMEONE ON THE FAR
SIDE OF THE ROOM.  A man who radiates a unique blend of
sophistication and brutality."|stage direction||
226|CARTER (CONT'D)|What's wrong?|speech|CARTER|M
227|LEE|Over there -- that's Ricky Tan.|speech|LEE|M
228|CARTER|"That's Ricky Tan?  He's four feet tall.
I'll go over with you right now, shake
him down."|speech|CARTER|M
229|LEE|This is a very dangerous man.|speech|LEE|M
230|CARTER|"I'm a dangerous man.  You're not gonna
ruin my massage because of some midget
in a house coat."|speech|CARTER|M
231|LEE|I'm calling for back up!|speech|LEE|M
232||"Lee gets up from a chair, hurriedly exits.
Carter looks at RICKY TAN -- sitting quietly in his chair
with his LAPTOP COMPUTER on his knees.  Carter makes a
decision, gets up and walks towards him."|stage direction||
233|CARTER|"Ricky Tan, I've been looking all over
for you.  Get up."|speech|CARTER|M
234||Tan looks up for a moment, a smile.|stage direction||
235|RICKY TAN|I'm busy at the moment.|speech|RICKY TAN|M
236|CARTER|I said get on your feet!|speech|CARTER|M
237|RICKY TAN|"I know you, Detective Carter, right?
You're Lee's American friend.  Enjoying
your visit?"|speech|RICKY TAN|M
238|CARTER|"I'm Lee's new muscle, his right arm --
and don't let the robe fool you.  This
is the only color they had left.  Now
get up!"|speech|CARTER|M
239||"Tan laughs, goes back to his laptop.  CARTER GRABS THE LAPTOP
from Ricky and throws it across the room - SHATTERING IT
against the wall.  Ricky glances at his men who are seated
around the room waiting to move."|stage direction||
240|CARTER (CONT'D)|I told you to get on your feet!|speech|CARTER|M
241||"Having heard the commotion, Lee arrives by Carter's side,
breathless, as Tan looks up, surprised."|stage direction||
242|RICKY TAN|Lee, I've missed you, brother.|speech|RICKY TAN|M
243||(getting up, giving Lee a hug)|location||
244|RICKY TAN|"I heard about the two Americans, I'm so
sorry, you must be under great pressure."|speech|RICKY TAN|M
245|LEE|You must come with me for questioning.|speech|LEE|M
246|CARTER|"Let's go.  I've got girls and chicken
and hot oil waiting for me."|speech|CARTER|M
247|RICKY TAN|I don't think so...|speech|RICKY TAN|M
248||"A nod of Ricky Tan's head, and TEN LARGE MEN in robes and
towels spring out of reclining chairs -- menacingly facing
Lee and Carter.  A beat..."|stage direction||
249|CARTER|I'd like to pay you for that laptop.|speech|CARTER|M
250|RICKY TAN|"It's no problem.  But I must excuse
myself, inspector."|speech|RICKY TAN|M
251|CARTER|That's Chief Inspector, he got promoted.|speech|CARTER|M
252||Tan bows to Lee and Carter.|stage direction||
253|RICKY TAN|Congratulations.  And good day.|speech|RICKY TAN|M
254||"As Tan starts to exit, Lee and Carter move to intercept him.
But they are blocked by TAN'S MEN.
Lee grabs one of the men's towels and pulls it off.  The man
covers his naked body.  Lee is grabbed by one of the other
henchmen, but he escapes and begins kicking ass, using the
towel and his own robe to block and wrap another man's arms --
blocking, kicking, and punching everything in sight -- all
the while managing to keep his privates covered with a towel,
his robe, or some other found object.
Carter, meanwhile, uses his quick hands to send several men
flying back -- grabbing a towel of one of them."|stage direction||
255||(ref: his privates)|location||
256|CARTER|Damn!  No wonder you're pissed off.|speech|CARTER|M
257||"Carter uses the towel like Lee did to block and trap one of
the men's punches.
In the middle of fighting, Lee is suddenly exposed -- he
flinches to cover himself and is punched from behind.
Momentarily stunned, he's lifted from behind -- two men
throwing him out the front door.
Carter is also overpowered by two men, who lift him over
their shoulders."|stage direction||
258||EXT. HONG KONG HIGHWAY - DAY|location||
259||"Ricky Tan's black limo SCREECHES to a stop.  The door flies
open and Lee and Carter are TOSSED out onto the highway.
Both men are completely naked."|stage direction||
260||EXT. HONG KONG POLICE STATION - DAY|location||
261||"A packed street - Lee and Carter dodging in and out of
people.  The CAMERA PANS and we see Lee and Carter from
behind."|stage direction||
262|CARTER|Goddamn you got a small ass.|speech|CARTER|M
263|LEE|Don't look at my ass!|speech|LEE|M
264||INT. HONG KONG POLICE STATION - BULLPEN - DAY|location||
265||"PANDEMONIUM
The station is packed with Americans -- FBI AGENTS, SECRET
SERVICE... they've set up shop right in the middle of the
bullpen.
SUPERINDENDENT CHIN is arguing with SPECIAL AGENT STERLING, a
50-year old hard ass who is in charge of this circus."|stage direction||
266|SPECIAL AGENT STERLING|"Chin, you have been ordered by the
Ministry of Public Security to assist
the FBI and Secret Service with our
investigation, to provide us with
whatever we need.  If you have
information, it belongs to us."|speech|SPECIAL AGENT STERLING|?
267|SUPERINDENDENT CHIN|This is still Hong Kong.|speech|SUPERINDENDENT CHIN|M
268|SPECIAL AGENT STERLING|"Two Americans have been killed on United
States Government property -- this is
our investigation."|speech|SPECIAL AGENT STERLING|?
269|SUPERINDENDENT CHIN|"Chief Inspector Lee will brief your
people..."|speech|SUPERINDENDENT CHIN|M
270|SPECIAL AGENT STERLING|"No.  He will report to me.  Do we
understand each other?"|speech|SPECIAL AGENT STERLING|?
271||"SUDDENLY ALL EYES turn as Carter and Lee enter the bullpen.
Out of breath, still robed: Lee covering himself with a trash
can lid, Carter using a red construction cone."|stage direction||
272|SPECIAL AGENT STERLING (CONT'D)|Who the hell is that?|speech|SPECIAL AGENT STERLING|?
273||(humiliated)|location||
274|SUPERINDENDENT CHIN|"That is...Chief Inspector Lee.  The
detective in charge of our
investigation."|speech|SUPERINDENDENT CHIN|M
275|SPECIAL AGENT STERLING|"Put a diaper on him, Chin.  I want to
talk to the great Inspector Lee."|speech|SPECIAL AGENT STERLING|?
276||INT. LEE'S OFFICE - DAY|location||
277||"The shades are down as Lee frantically gets dressed, putting
on a suit and fixing his tie.
Carter finishes putting on a BLACK CHINESE STYLE SUIT from
Lee's closet, then moves for the door."|stage direction||
278|LEE|Where are you going?|speech|LEE|M
279|CARTER|"Back to Heaven on Earth.  I need my damn
passport back.  I'm going home."|speech|CARTER|M
280|LEE|Fine.  Go home.  Who needs you.|speech|LEE|M
281|CARTER|"Why you mad at me?  You needed back-up,
so I backed you up.  I was about to take
out Ricky Tan and those bodyguards."|speech|CARTER|M
282|LEE|Stop!  I'm sick of your bullshit!|speech|LEE|M
283|CARTER|"My bullshit?  I'm not the one who goes
to a karaoke bar filled with gangsters!
I'm not the one who goes to massage
parlors to bust crime lords!"|speech|CARTER|M
284|LEE|It's my job!|speech|LEE|M
285|CARTER|"You're pathetic, man.  When's the last
time you had some fun?  When's the last
time you took a night off, had a date?"|speech|CARTER|M
286|LEE|I have plenty of dates.|speech|LEE|M
287|CARTER|"Really?  When's the last time you had
some Mu-shu  Let's hear it, Lee, when
was it?  Year of the rat?"|speech|CARTER|M
288|LEE|"You would never understand my life.
You're not Chinese."|speech|LEE|M
289|CARTER|And you ain't black!|speech|CARTER|M
290||"The two men look at each other for a long BEAT.  Lee quickly
walks out, slamming the door behind him, leaving Carter half
dressed."|stage direction||
291||INT. SUPERINDENDENT CHIN'S OFFICE - DAY|location||
292||"Lee walks in, sees Sterling sitting at Chin's desk.  Chin
stands in the back."|stage direction||
293|SUPERINDENDENT CHIN|"Lee, this is Special Agent Sterling from
the United States Secret Service."|speech|SUPERINDENDENT CHIN|M
294|LEE|The Secret Service?  Why?|speech|LEE|M
