|text|type
79|EXT. REMOTE SATELLITE STATION - NIGHT|location
80|EXT. MARS - NIGHT|location
81|INT. ROCKEFELLER BASE - COMMUNICATIONS ROOM - NIGHT|location
82|INT. ROCKEFELLER MILITARY BASE - HALLWAY - NIGHT|location
83|INT. BATHROOM - CONTINUOUS|location
84|INT. DAN DREIBERG'S HOUSE - BEDROOM - DAWN|location
85|RORSCHACH (V.0.) (CONT'D)|stage direction
86|INT. WHITE HOUSE - WAR ROOM - DAY|location
87|INT. VEIDT ENTERPRISES - MAIN LOBBY - DAY|location
88|INT. CAFE - AFTERNOON|location
89|INT. LIVING ROOM - APARTMENT - SAME TIME|location
90|EXT. STREET - NIGHT|location
91|RORSCHACH (V.O.) (CONT'D)|stage direction
92|INT. MOLOCH'S KITCHEN - NIGHT|location
93|INT. MOLOCH'S BROWNSTONE - FOYER - CONTINUOUS|location
94|INT. MOLOCH'S BROWNSTONE - SECOND FLOOR - CONTINUOUS|location
95|EXT. MOLOCH'S BROWNSTONE - NIGHT|location
96|INT. DAN'S HOUSE - DAY|location
97|INT. PRISON HALLS - DAY|location
98|INT. PRISON PSYCH ROOM - DAY|location
99|PSYCHIATRIST (CONT'D)|stage direction
100|EXT. CITY STREETS - NIGHT (FLASHBACK - 13 YEARS AGO)|location
101|"Rorschach, walks through intermittent STREETLIGHTS. In his
GLOVE, he holds a PHOTO of an angelic SIX YEAR OLD GIRL.
RORSCHACH (V.0.)
I was investigating a kidnap case. Blair"|stage direction
102|EXT. HOUSE - NIGHT (FLASHBACK - 13 YEARS AGO)|location
103|INT. HOUSE - NIGHT (FLASHBACK - 13 YEARS AGO)|location
104|INT. HOUSE - KITCHEN - NIGHT (FLASHBACK - 13 YEARS AGO)|location
105|EXT. HOUSE - LATER (FLASHBACK - 13 YEARS AGO)|location
106|"RORSCHACH (V.0.)
It was dark when the murderer got back.
As dark as it gets."|stage direction
107|INT. HOUSE - NIGHT (FLASHBACK - 13 YEARS AGO)|location
108|The Man flicks a LIGHT SWITCH. Nothing. He draws a GUN.|stage direction
109|INT. HOUSE KITCHEN - NIGHT (FLASHBACK - 13 YEARS AGO)|location
110|INT. PRISON PSYCH ROOM - DAY|location
111|INT. PRISON COMMISSARY - EVENING|location
112|INT. DAN'S OWL-CHAMBER -.EVENING|location
113|INT. OWL-SHIP - EVENING|location
114|INT. DAN'S KITCHEN - EVENING|location
115|INT. DAN'S OWL-CHAMBER - EVENING|location
116|INT. PRISON CELL - NIGHT|location
117|INT. DAN'S NIGHTMARE - NIGHT|location
118|INT. DAN'S BEDROOM - NIGHT|location
119|INT. DAN'S OWL-CHAMBER - NIGHT|location
120|INT. DAN'S OWL-CHAMBER - LATER|location
121|INT. OWL-SHIP (MOVING) - NIGHT|location
122|INT. WAREHOUSE - NIGHT|location
123|INT. OWL-SHIP (MOVING) - NIGHT|location
124|EXT. TENEMENT BUILDING - NIGHT|location
125|INT. OWL-SHIP - NIGHT|location
126|EXT. OWL-SHIP (MOVING) - NIGHT|location
127|EXT. STREET - NIGHT|location
128|INT. OWL-SHIP (MOVING) - NIGHT|location
129|INT. OWL-SHIP - LATER|location
130|EXT. OWL-SHIP - CONTINUOUS|location
131|INT. PRISON MEDICAL ROOM - NIGHT|location
132|INT. RORSCHACH'S PRISON CELL - NIGHT|location
133|INT. OWL-SHIP (MOVING) - NIGHT|location
134|INT. ADRIAN'S MANSION - NIGHT|location
135|EXT. HELICOPTER PAD - NIGHT|location
136|INT. PRISON CELL - NIGHT|location
137|INT. OWL-SHIP (MOVING) - NIGHT|location
138|EXT. PRISON YARD - NIGHT|location
139|INT. OWL-SHIP (MOVING) - CONTINUOUS|location
140|EXT. PRISON - MAXIMUM SECURITY WING - CONTINUOUS|location
141|INT. PRISON HALLS - NIGHT|location
142|INT. PRISON HALLS - NIGHT|location
143|EXT. PRISON ROOFTOP - NIGHT|location
144|EXT. PRISON - NIGHT|location
145|INT. OWL-SHIP (MOVING) NIGHT|location
146|EXT. NEW YORK AIRSPACE - NIGHT|location
147|EXT. MARS - NIGHT|location
148|EXT. NEW YORK CITY AIRSPACE - NIGHT|location
149|The Owl-Ship WEAVES around the buildings, trying to shake the|stage direction
150|INT. SUBWAY TUNNEL - CONTINUOUS|location
151|EXT. NEW YORK CITY AIRSPACE - NIGHT|location
152|EXT. EAST RIVER (UNDERWATER) - SAME TIME|location
153|EXT. STREET - NIGHT|location
154|INT. HOLLIS MASON'S APARTMENT - BEDROOM - NIGHT|location
155|INT. OWL-SHIP (UNDERWATER - MOVING) - NIGHT|location
156|EXT. OWL-SHIP (MOVING) - HARBOR - NIGHT|location
157|EXT. MARS - NIGHT|location
158|EXT. PYRAMID INDUSTRIES - NIGHT|location
159|INT. PYRAMID INDUSTRIES - HALLWAY - NIGHT|location
160|INT. PYRAMID INDUSTRIES - PROCESSING PLANT - NIGHT|location
161|EXT. ANTARCTICA - NIGHT|location
162|INT. KARNAK - BIO-DOME - NIGHT|location
163|EXT. PYRAMID INDUSTRIES - NIGHT|location
164|EXT. PYRAMID INDUSTRIES - MOMENTS LATER|location
165|EXT. CITY STREETS - EARLY MORNING|location
166|INT. THE NEW FRONTIERSMAN - EARLY MORNING|location
167|EXT. GLASS PALACE - MARS - NIGHT|location
168|INT. JUPITER HOUSE - NIGHT (FLASHBACK - 25 YEARS AGO)|location
169|INT. GLASS PALACE - MARS - NIGHT|location
170|EXT. ANTARCTICA - DAWN|location
171|INT. OWL-SHIP (MOVING) - DAWN|location
172|EXT. ANTARCTICA - DAWN|location
173|INT. OWL-SHIP - DAWN|location
174|EXT. OWL-SHIP - DAWN|location
175|INT. KARNAK - CONTROL HALL - DAWN|location
176|EXT. ANTARCTICA - SNOWFIELDS - DAWN|location
177|INT. KARNAK - CONTROL HALL - DAWN|location
178|INT. KARNAK - DAWN|location
179|INT. KARNAK - CONTROL HALL - DAWN|location
180|INT. DINING HALL - CONTINUOUS|location
181|ADRIAN (CONT'D)|stage direction
182|INT. CONTROL HALL - CONTINUOUS|location
183|EXT. KARNAK- ANTARCTICA - MORNING|location
184|EXT. NEWS STAND - MORNING|location
185|INT. WHITE HOUSE - CONFERENCE ROOM - SAME TIME|location
186|EXT. KASHMIR - SAME TIME|location
187|EXT. TAIWAN COAST - SAME TIME|location
188|INT. MISSILE CONTROL ROOM - SAME TIME|location
189|EXT. TIMES SQUARE - NIGHT|location
190|EXT. NEW YORK STREET - MORNING|location
191|INT. KARNAK - CONTROL HALL - MORNING|location
192|EXT. KARNAK - SAME TIME|location
193|INT. KARNAK - CONTROL HALL - CONTINUOUS|location
194|INT. REACTOR CHAMBER - CONTINUOUS|location
195|INT. KARNAK - CONTROL HALL - MORNING|location
196|INT. OWL-SHIP - MORNING|location
197|EXT. ANTARCTICA - MORNING|location
198|EXT. NEW YORK STREETS - MORNING (SOME TIME LATER)|location
199|INT. DAN AND LAURIE'S TOWNHOUSE - MORNING|location
200|INT. THE NEW FRONTIERSMAN - DAY|location
