|text|type
43|INT. HALLWAY TO KITCHEN -- DAY|location
44|INT. PRISON PSYCHIATRIC UNIT - NIGHT -   (INTERROGATION # 2)|location
45|INT. LIVING ROOM - DAY|location
46|INT. OFFICE      _. DAY|location
47|EXT. NEW YORK STREET - DAY|location
48|INT. HOSPITAL CONFERENCE ROOM - DAY|location
49|EXT. MUSEUM OF NATURAL HISTORY BUILDING - NIGHT|location
50|INT. DAVID'S APARTMENT LIVING ROOM -- DAY|location
51|INT. DAVID'S APARTMENT LIVING ROOM - DAY|location
52|INT. BEDROOM - NIGHT|location
53|INT. DAVID'S APARTMENT LIVING ROOM -- DAY|location
54|INT. APARTMENT - DAY|location
55|INT. BEDROOM - NIGHT|location
56|INT. DANCE STUDIO - DAY|location
57|INT. BATHROOM - NIGHT|location
58|INT. BEDROOM - NIGHT|location
59|INT. CLUB - NIGHT|location
60|INT. CLUB BATHROOM - NIGHT|location
61|INT. CLUB         - NIGHT|location
62|EXT. CLUB STREET - NIGHT|location
63|EXT. CLUB STREET/SOFIA'S APARTMENT - NIGHT|location
64|EXT. SOFIA'S APARTMENT -- EARLY MORNING|location
65|EXT. PRISON - NIGHT|location
66|INT. PRISON HALLWAY -- NIGHT|location
67|INT. PRISON PSYCHIATRIC UNIT - DAY -      (INTERROGATION # 3)|location
68|INT. SURGICAL THEATRE -• DAY|location
69|INT. SURGICAL THEATRE - DAY|location
70|INT. PRISON PSYCHIATRIC UNIT - NIGHT -    (INTERROGATION # 3)|location
71|INT. JULIANNA GIANNI'S CAR - DAWN - FLASHBACK|location
72|INT. PRISON PSYCHIATRIC UNIT - NIGHT - BACK TO PRESENT|location
73|INT. DAVID'S APARTMENT - DUSK|location
74|INT. DAVID'S APARTMENT -- DUSK|location
75|EXT. VILLAGE STREET - DAY|location
76|INT. FLORENTINE'S BAR AND GRILL - DAY|location
77|INT. DAVID'S BATHROOM - NIGHT|location
78|INT. BEDROOM/BATHROOM - NIGHT|location
79|INT. DAVID'S BEDROOM - NIGHT|location
80|INT. BATHROOM|location
81|INT. BEDROOM|location
82|INT. BEDROOM -- NIGHT - MINUTES LATER|location
83|INT. POLICE STATION/INTERROGATION ROOM - NIGHT|location
84|INT. POLICE STATION -• NIGHT|location
85|INT./EXT. POLICE STATION - NIGHT|location
86|INT. FLORENTINE'S - NIGHT|location
87|INT. PRISON PSYCHIATRIC UNIT - DAY -    (INTERROGATION # 4)|location
88|INT. SOFIA'S APARTMENT - DAY - FLASHBACK|location
89|INT. SOFIA'S BEDROOM - DAY|location
90|INT. HALLWAY STAIRS - DAY|location
91|INT. PRISON PSYCHIATRIC UNIT - NIGHT -  (INTERROGATION # 4)|location
92|INT. AARON'S CUBICLE - NIGHT|location
93|INT. PRISON CORRIDOR - DAY|location
94|INT. CAR|location
95|EXT. PLAZA - DAY|location
96|INT. SKYSCRAPER - DAY|location
97|INT. SKYSCRAPER-63RD FLOOR/L.E. OUTER OFFICE AND HALLWAY-|location
98|INT. LIFE EXTENSION OFFICE  - DAY|location
99|INT. LIFE EXTENSION CORRIDOR - DAY|location
100|INT. EMPTY LOBBY - DAY|location
101|INT. ELEVATOR - DAY|location
102|EXT. SOFIA'S APARTMENT -- NIGHT - FLASHBACK|location
103|INT. ELEVATOR - DAY|location
104|INT. ELEVATOR - DAY|location
105|EXT. NIGHTCLUB STREET - DAY|location
106|INT. RISE PUBLICATIONS - DAY - FLASHBACK|location
107|INT. DAVID'S APARTMENT      - NIGHT|location
108|INT. MOTEL --- NIGHT -- FLASHBACK|location
109|INT. DAVID'S APARTMENT •-- MEMORIAL - DAY|location
110|INT. DAVID'S APARTMENT - DAY|location
111|INT. DAVID'S APARTMENT -- DAY|location
112|EXT. ROOFTOP - DAY|location
