|character|text|type
240||Emil finds nail polish remover - looks at the bodies.|stage direction
241|EMIL|I'm going to make a bohemian barbecue.|speech
242||"Emil draws the kitchen curtains plunging the room into
darkness."|stage direction
243||EXT. CENTRAL PARK - NIGHT|location
244||"A face comes from the darkness.  It's an athletically
handsome man, jogging out of a tunnel towards us.  He's in a
tie and jacket in Central Park at NIGHT.
He is JORDAN (JORDY) WARSAW.  A sensitive man of rugged
honesty.  He runs down the hill in a hurry.  A MUGGER steps
in his path."|stage direction
245|MUGGER|"Got any spare change?  How 'bout a spare
twenty?"|speech
246|JORDY|"Look, I don't have time for you, get out
of my way!!"|speech
247|MUGGER|"Alright, how 'bout all your fuckin'
money?"|speech
248||"The Mugger pulls a knife - and in a whirl of movement, Jordy
grabs his wrist and disarms him in a deadly, professional
manner - hurling him down to the pavement, twisting his arm
behind his back.  With his other hand, Jordy whips out a
BROWNING 9MM from his shoulder holster and places it behind
the mugger's head.  Jordy displays his shield."|stage direction
249|JORDY|"Okay, you're under arrest!  Now you
happy?"|speech
250|MUGGER|"Fire Department?  Firemen don't carry
guns."|speech
251|JORDY|Oh yeah?  Guess again.|speech
252||"Jordy handcuffs the Mugger and searches the Mugger's coat
pockets - pulling out a handful of driver's licenses and
credit cards."|stage direction
253|JORDY (CONT'D)|"Nice - how many people you ripped off
tonight?!  Get up!"|speech
254||As Jordy yanks the Mugger to his feet, his BEEPER goes off.|stage direction
255|JORDY (CONT'D)|You couldn't listen to me, could you?|speech
256||"Jordy drags the Mugger to a tree.  Cuffs him so his face is
pressed up against the bark."|stage direction
257|JORDY (CONT'D)|I'll send a cop back for you.|speech
258|MUGGER|"Hey.  C'mon, you can't leave me like
this.  Some freak'll come by and stab
me!"|speech
259||Jordy jogs off across the park.|stage direction
260|MUGGER (CONT'D)|Wait!  Come back!!|speech
261||EXT. MILOS' APARTMENT - NIGHT|location
262||"FIRE TRUCKS from three battalions.  Radios CRACKLE.  There's
a crowd growing.  Jordy pushes his way through.  The top
floor of the brownstone where Milos and Tamina lived has been
reduced to smoking ruins.  The trees are covered in debris
and soot.  Jordy moves to LOUIE - Battalion Chief."|stage direction
263|LOUIE|"Lieutenant - take up your line and
relieve Ladder Company 60 on the top
floor."|speech
264|JORDY|Hey, Louie, were you first due?|speech
265|LOUIE|"Yeah, I radioed you guys right away
'cause you got two roasts on the top
floor but you don't hafta investigate
cause homicide is up there."|speech
266|JORDY|"Homicide?  Who let them up?  I didn't
make it a crime scene yet."|speech
267|LOUIE|Hey, it's Eddie Flemming.|speech
268|KORFIN (O.S.)|Yo, Jordy!|speech
269||"BOBBY KORFIN - an overweight arson investigator with a quick
with and good sense of humor - comes over, pulling on a
turnout coat."|stage direction
270|KORFIN (CONT'D)|"Where you been, man?  We got a
celebrity!"|speech
271|JORDY|"I heard.  Who the hell let them up
there?"|speech
272|KORFIN|"I don't know, you think Eddie will give
me his autograph?"|speech
273|JORDY|"You see anything in the crowd?  Anybody
suspicious?"|speech
274|KORFIN|Naw - I'm sure the suspect's not here.|speech
275|JORDY|Oh yeah, why?|speech
276|KORFIN|"'Cause Eddie woulda locked him up by
now!"|speech
277||INT. MILOS' APARTMENT - NIGHT|location
278||"The roof is gone.  The sky is exposed.  It's charred ruins,
smoked beams and watery muck.  Eddie and Leon are standing by
what's left of the mattress, looking at Milos and Tamina's
charred bodies.  Eddie grips a half-smoked Cuban cigar,
listening to Leon."|stage direction
279|LEON|"So, it looks to me - from the sixty-nine
position - that they were doin' each
other but were so whacked out of their
heads they set the pipe on the mattress,
lit it up, and they got fried.  What do
you think, Eddie?"|speech
280||Jordy enters - with Korfin who's carrying a paint can.|stage direction
281|EDDIE|"I don't know.  We got the experts here.
Show them what you found - I hope you
don't mind, we came over to see if we
could help."|speech
282||"Korfin makes a beeline for Eddie - wanting to meet the
celebrity."|stage direction
283|KORFIN|"Nah, not at all.  Detective Flemming -
Bobby Korfin.  My Uncle Tony worked with
you at 2-1 back when you were a rookie."|speech
284|JORDY|"Could you put out the cigar?  Part of
the job is picking up scents."|speech
285|EDDIE|Oh, sure.|speech
286||"Eddie puts his cigar out.  Carefully slides it into a cigar
holder and pockets it to finish later."|stage direction
287|LEON|"Well, I found - check it out - crack
pipe.  Looks like they got careless."|speech
288||"Leon displays the pipe Emil found on the stairs.  Korfin
shines the flashlight on Leon to look at the pipe."|stage direction
289|LEON (CONT'D)|Mind not shining that light in my eyes?|speech
290|KORFIN|Sorry, bro.|speech
291|JORDY|"Hey, that's great you guys got it all
wrapped up, but you don't mind if we go
through the routine?  It gives us
somethin' to do."|speech
292|EDDIE|No, we don't mind.  You mind Leon?|speech
293|LEON|No.  Go ahead.|speech
294|JORDY|Thanks.  Appreciate it.|speech
295||"Jordy throws a look at Korfin.  Homicide detectives have no
respect for fire marshals' investigative skills.  Eddie
rummages through the apartment - moving into the kitchen and
living room... Leon watches as Korfin sticks a pencil in a
charred beam, measuring how deep in it goes."|stage direction
296|KORFIN|"Okay, Jordy - it was a fast fire, we got
good patterns - about thirty minutes
old."|speech
297||"Jordy moves to one of the corpses.  He pulls on a white
rubber glove.  Inserts his finger in the corpses mouth.  The
glove comes out white."|stage direction
298|JORDY|Mouth's clean, too.|speech
299|KORFIN|Clean?|speech
300|JORDY|Don't blow your nose!|speech
301||Jordy's looking at Leon, who was just about to blow his nose.|stage direction
302|JORDY (CONT'D)|"The smoke'll permeate your nostrils -
burn 'em out.  Let it run."|speech
303|KORFIN|But you knew that, right?|speech
304||"Leon looks at Jordy, then lowers the handkerchief.  Jordy
turns back to the corpses on the bed.  Eddie - in the other
room - has found Tamina's brushed gold bracelet on the floor."|stage direction
305|JORDY|"So the way you see it, two crack heads
burned themselves up?"|speech
306|LEON|That's what it looks like to me.|speech
307|JORDY|"And while they're burning up, they're
still goin' down on each other?  You got
to hand it to them."|speech
308||(realizes he's wrong - blows it|location
309|off)|"Yeah, well, some people got their
priorities straight."|speech
310||"Leon watches Jordy, quietly.  With a pair of tweezers, Jordy
pulls a small unburned piece of cloth from behind one of the
heads.  Korfin supplies the paint can.  Jordy drops the cloth
inside."|stage direction
311|LEON (CONT'D)|What was that?|speech
312|JORDY|Evidence.  Of a homicide.|speech
313||That got Eddie's attention and he comes back to the bedroom.|stage direction
314|JORDY (CONT'D)|You know what that is, right?|speech
315|EDDIE|No, what is it?|speech
316|JORDY|Why don't you explain it, Bobby.|speech
317||(to a fireman joking a wall)|location
318|JORDY|"Hey Camello!  You mind punching a hole
in the floor?"|speech
319|CAMELLO|No problem.|speech
320||(to Eddie and Leon)|location
321|CAMELLO|"Excuse me, gentlemen.  You might wanna
back up a little more.  Don't wanna get
your pants wet."|speech
322||"Leon and Eddie move to higher ground - on top of a burnt TV
set.  Eddie hands the brushed bracelet to Leon.  As Camello
hacks at the floor with an ax, Jordy continues to examine the
bodies and Korfin explains:"|stage direction
323|KORFIN|"They have not soot in their mouths,
which means they weren't breathin'
before the fire and that usually means
they were deceased - and this piece of
cloth that my partner found means they
were wrapped up in something, probably
doused with a flammable liquid and
positioned like this on the bed.  To the
untrained eye, it looks like an
accident."|speech
324||"Jordy kicks around the draining floor, reaches down for
something."|stage direction
325|LEON|What's he looking for?|speech
326|EDDIE|A timer.|speech
327||"Jordy finds some wires attached to an outlet, pulls them up -
on the other end is a timer.  Korfin takes the timer from
Jordy and moves to Eddie."|stage direction
328|KORFIN|Here you go.  A big double homicide.|speech
329||EXT. MILOS' APARTMENT BUILDING - NIGHT|location
330||"As Jordy and Korfin exit the brownstone, a CAMERA CREW is
arriving.  Jumps out.
Korfin and Jordy cross toward Korfin's car.  They open the
trunk.  Take off their muddy boots throwing them in."|stage direction
331|KORFIN|"You see Eddie's face when I gave him the
timer?  Wish I had a picture of it."|speech
332|JORDY|He knew all along.|speech
333|KORFIN|What??|speech
334|JORDY|"That's why he was so quiet.  He was
testing us."|speech
335||"Eddie and Leon exit - Eddie carrying a baggie with a timer
inside.  NICOLETTE KARAS, young and attractive, pushes her
microphone at Eddie.  She's smart, aggressive and respected
by her peers."|stage direction
336|NICOLETTE|Detective, does it look like a murder?|speech
337|EDDIE|"We don't know that yet.  It's much too
early.  There's a lot to be done."|speech
338|NICOLETTE|How many victims are up there?|speech
339|EDDIE|"There are two bodies found at this
point."|speech
340|NICOLETTE|Can we go up to the crime scene?|speech
341|EDDIE|You know you can't do that.  C'mon.|speech
342|NICOLETTE|Is it drug related?|speech
343|EDDIE|"We don't know.  When I have more I'll
let you know."|speech
344||"Nicolette signals for her camera man, MIKE, to zoom in on
Eddie's hand.  She barrels on..."|stage direction
345|NICOLETTE|"Detective...what's that you're holding
in your hand?  Evidence?"|speech
