|character|text|type
69|DE LU|Governor Yu has arrived.|speech
70|SIR TE|I must change.|speech
71||(getting up)|location
72|YU|"You've always been so good to Li Mu
Bai and me.  Please accept our
thanks."|speech
73|SIR TE|"Please do not be such a stranger.
You'll stay the night as my guest.
Now, Shu Lien... tell me something.
And forgive me for prying.  Your
father was a great friend to me,
and I think of you as my own
daughter."|speech
74|YU|Please, Sir Te, what is it?|speech
75|SIR TE|"Li Mu Bai giving up his sword and
his warrior days... maybe he's
trying to tell you something?"|speech
76|YU|I don't know...|speech
77|SIR TE|"Don't be coy.  I've always known
about your feelings for each other.
All these years, it's a shame...
neither of you is brave enough to
admit the truth to the other.
You're both wasting precious time."|speech
78|YU|"I beg your pardon.  Li Mu Bai and I
aren't cowards."|speech
79|SIR TE|"When it comes to emotions, even
great heroes can be idiots.  Tell
me if Li Mu Bai is not more open
the next time you see him.  I'll
give him an earful!"|speech
80||INT. TE'S STUDY - DAY|location
81||Yu and De Lu approach the study.|stage direction
82|DE LU|"Sir Te said to leave the sword in
here."|speech
83||"De Lu opens the door and is startled to find a young woman
inside.  The woman is studying the sheets of calligraphy
hanging on the walls."|stage direction
84|DE LU|Who are you?|speech
85|JEN|"I'm your guest today.  I am Governor
Yu's daughter."|speech
86|DE LU|"This is Sir Te's study.  You are
here to..."|speech
87|JEN|I was looking for a quiet corner.|speech
88|DE LU|"I am Sir Te's head servant.  And
this is another of our guests."|speech
89||INT. TE'S STUDY - DAY|location
90||Yu gently lays the sword, still in its sheath, in Jen's hands.|stage direction
91|JEN|"It's heavy for such a thin piece of
metal!"|speech
92|YU|"The handle is heavy.  And the blade
is no ordinary metal.  Still, the
sword is the lightest of weapons.
You're just not used to handling it."|speech
93|JEN|"But I have had much practice.  As a
child in the West, a platoon lived
with us.  They'd let me play with
their weapons.  The scabbard is so
beautiful."|speech
94|YU|"Beautiful but dangerous.  Once you
see it tainted with blood, its
beauty is hard to admire.  It's 400
years old."|speech
95|JEN|Exquisite!  You said it belongs to...|speech
96|YU|"My friend Li Mu Bai.  He's given it
to Sir Te as a gift."|speech
97|JEN|"Li Mu Bai!  The famous warrior?
Why would he give his sword to Sir
Te?"|speech
98|YU|You're too young to understand.|speech
99|JEN|You're a sword fighter too?|speech
100||"Yu yanks the sword out of the sheath.  An eerie sound
resonates within the study.  Jen is even more impressed."|stage direction
101|YU|"Yes, I am.  But I prefer the
machete.  Certain moves, however,
call for a sword."|speech
102|JEN|Really?|speech
103||Yu puts the sword back in the case.|stage direction
104||(longingly)|location
105|JEN|"It must be exciting to be a fighter,
to be totally free!"|speech
106|YU|"Fighters have rules too: friendship,
trust, integrity... Without rules,
we wouldn't survive for long."|speech
107|JEN|"I've read all about people like you.
Roaming wild, beating up anyone who
gets in your way!"|speech
108|YU|"Writers wouldn't sell many books if
they told how it really is."|speech
109|JEN|"But you're just like the characters
in the stories."|speech
110|YU|"Sure.  No place to bathe for days,
sleeping in flea-infested beds...
They tell you all about that in
those books?"|speech
111|JEN|"You know what I mean.  I'm getting
married soon, but I haven't lived
the life I want."|speech
112|YU|"So I heard.  Congratulations.  It's
the most important step in a
woman's life, isn't it?"|speech
113|JEN|You're not married, are you?|speech
114|YU|What do you think?|speech
115|JEN|"No!  You couldn't roam around
freely if you were."|speech
116|YU|You're probably right.|speech
117||Yu studies Jen.  The room falls silent for a moment.|stage direction
118||EXT. SIDE COURT YARD - DAY|location
119||"It's dusk and the sky is beautiful orange and purple.  Jen
is leaving the study escorted by her maid.  She turns to Yu
for a final good-bye.  Yu seems intrigued by the encounter."|stage direction
120||EXT. SIR TE'S COMPOUND - NIGHT|location
121||Two lighted lanterns are raised up.|stage direction
122||INT. TE'S STUDY - NIGHT|location
123||Sir Te hands the sword to Governor Yu.|stage direction
124|SIR TE|Go ahead, Governor Yu.|speech
125||"Governor Yu is impressed by the opulence and elegance of the
sword.  He closes his eyes to guess the weight of the sword.
Te snubs out the flame from a candle, then slides the sword
out from its sheath.  The sword gives off a luminous blue
glow in the dark."|stage direction
126|SIR TE|"Two feet 9 inches long.  1 inch
wide.  The handle is 1 inch deep,
2.6 inches wide.  Seven-tenths of
an inch thick.  With seven rubies
missing from the hilt.  You can
tell the design dates back to
before the Chin era.  Engraved with
a technique lost by the time of the
Han Dynasty."|speech
127|GOVERNOR YU|Your knowledge is remarkable, Sir Te.|speech
128|SIR TE|"A sword by itself rules nothing.
It comes alive only through skillful
manipulation."|speech
129|GOVERNOR YU|I see your point.  Please continue.|speech
130|SIR TE|"The Imperial Court isn't the
problem.  With royalty and officials
everywhere, the Royal Guard keeps
security tight.  But Peking is not
like the West.  Here, you'll find
all sorts of characters.  Proceed
with caution in your quest for law
and order.  Don't depend only on
the court.  Contacts in the Giang
Hu underworld can ensure your
position.  Be strong, yet supple.
This is the way to rule."|speech
131||INT. JEN'S ROOM - NIGHT|location
132||"A maid warms her hands in a basin of hot water for Jen, then
walks over to Jen and helps remove her earrings.  Someone
knocks and the maid goes to answer the door."|stage direction
133|MAID|Governess...|speech
134|GOVERNESS|Let me do it.|speech
135||The maid leaves as the governess enters the room.|stage direction
136|JEN|Please sit.|speech
137|GOVERNESS|"I've made you silk pajamas.  Do you
want to change into them?"|speech
138|JEN|Put them down.|speech
139|GOVERNESS|I heard you met Shu Lien today.|speech
140|JEN|Do you know her?|speech
141|GOVERNESS|"She's one of those.  Your mother
would not want you consorting with
her kind."|speech
142||Jen shoots her an angry look.|stage direction
143|JEN|"I'll socialize with whomever I
please."|speech
144|GOVERNESS|"Don't invite danger into your
father's house."|speech
145||She's about to say something, then thinks better of it.|stage direction
146|JEN|I'm tired now.|speech
147|GOVERNESS|"Go to bed then.  Miss has grown up,
and is getting married soon.  God
knows what the future will bring."|speech
148|JEN|"It will be just the same.  Enough!
I'm tired."|speech
149|GOVERNESS|"Autumn is coming.  I'll shut the
windows for you."|speech
150||"The governess leaves.  Jen sits on the side of her bed,
thinking."|stage direction
151||EXT. TE'S COMPOUND - NIGHT|location
152||"A wide shot of the compound.  A patrol man greets Master Bo,
Sir Te's head of security.  The place is serene."|stage direction
153|MASTER BO|Chilly, eh?|speech
154|NIGHTMAN|Yes, Master Bo.|speech
155||As Bo walks on, shadows rustle in a treetop in the background.|stage direction
156||EXT./INT. INSIDE AND OUTSIDE OF TE'S STUDY - NIGHT|location
157||"A masked figure silently opens the window and enters the
room.  It moves swiftly to the sword case, opens it, and
wraps the sword.
Bo enters, sees the thief, who leaps up to the ceiling.  The
thief steps over Bo and out into the courtyard.  Bo tries to
stop the thief, who easily outwits him, jumping onto the
roof as Bo yells out."|stage direction
158|BO|"Someone help!  Stop him!  He's on
the roof!  The sword's been stolen!
Stop thief!  Stop him!"|speech
159||"The thief skips a few times and jumps off to a side street.
Bo grabs a pole and runs, as gongs begin to sound, alerting
people to the theft.  People rush outside, Yu Shu Lien among
them."|stage direction
160||EXT. PEKING STREET - NIGHT|location
161||"Bo runs through the streets.  The thief is nowhere in sight.
Suddenly, there are sounds of weapons clashing.  Bo hurries
towards the source."|stage direction
162||EXT. AN ALLEY OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT|location
163||"Bo is surprised to see the hooded figure battling with two
other fighters -- Tsai (male, 40s) and May, his daughter."|stage direction
164|TSAI|It's Jade Fox!|speech
165|MAY|We must avenge mother!|speech
166||"The hooded figure does a gravity defying flip and soars over
a wall, just as Bo arrives."|stage direction
167|BO|Do something!  He's getting away!|speech
168||EXT. PEKING ROOFTOP - NIGHT|location
169||"The thief runs atop a roof -- right into Yu.  Yu and the
hooded figure face off."|stage direction
170|YU|"Return the sword, and I'll let you
go."|speech
171||"The figure just regards her, slightly shifting weight.
Yu attacks, but the figure repels her."|stage direction
172|YU|You've been trained at Wudan?|speech
173||"The figure answers by leaping to another rooftop.  Yu
catches up, and resumes her attack with a relentless series
of lightning-quick blows."|stage direction
174||EXT. ALLEY OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT|location
175||Bo follows Tsai and May, who are quickly walking away.|stage direction
176|TSAI|"You're mistaken.  We're just street
performers.  We were rehearsing."|speech
177|MAY|Father!|speech
178|BO|"You were rehearsing?  Who are you
trying to fool?"|speech
179||"May wants to respond but is again cut off by Tsai.  They run
off."|stage direction
180|BO|Where did that thief go?|speech
181||"Bo looks around and discovers he had chased the thief into
Governor Yu's compound."|stage direction
182|BO|Governor Yu's house!|speech
183||EXT. ROOF TOP|location
184||Yu and the Black Figure continue to fight.|stage direction
185|YU|Get down here!  Give back the sword!|speech
186||EXT. GOVERNOR YU'S - NIGHT|location
187||"Yu slowly gets the upper hand in her fight with the thief.
A small arrow cuts across the night and flies toward Yu.
She catches it, but the masked figure takes the opportunity
to get away.
Yu pauses to feel the arrow in her hand, standing in the
empty courtyard."|stage direction
188||EXT. TE'S SIDE ENTRANCE - DAY|location
189||De Lu escorts Yu into Te's.|stage direction
190|DE LU|Sir Te awaits you.|speech
191||INT. TE'S GREAT HALL - DAY|location
192||"Men are standing at attention.  Bo is giving his account of
what happened, as Yu enters."|stage direction
193|BO|"I'm sure the thief is in the Yu
household."|speech
194|SIR TE|How dare you imply?|speech
195|BO|But I say --|speech
196|SIR TE|-- Enough.|speech
197||The men hustle out.  Bo can barely contain his frustration.|stage direction
198|YU|Has Governor Yu ever seen the sword?|speech
199|SIR TE|"Yes, though I doubt he's involved
in this."|speech
200|YU|"But the sword could be in his
compound."|speech
201|SIR TE|"Then someone's trying to set him up.
We should inform Li Mu Bai."|speech
202||EXT. OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT|location
203||"Madam Yu is returning from temple.  The governess is helping
her out of the carriage.  Servants are peeling bills off a
wall across the street."|stage direction
204|MADAM YU|What is it?|speech
205|MAID|Madam Yu, someone's put up posters.|speech
206||"A partially torn flyer with the words ""Jade Fox will not
escape justice!"" is seen on the ground."|stage direction
207|MADAM YU|Let me see.|speech
208|GOVERNESS|"Someone is after Jade Fox.
Preposterous, looking for her here!"|speech
209||"Madam Yu nods and walks inside, as the Governess tosses the
flyer away and follows her.
A hand scoops up the flyer -- it is Yu.  She studies it,
then puts it in her pocket, and moves on."|stage direction
210||EXT. BRIDGE - DAY|location
211||"Bo is searching for the Tsais.  The bridge is full of
jugglers.  But the two are nowhere to be found."|stage direction
212||EXT. PEKING STREET - DAY|location
213||Bo quizzes a homeless man.|stage direction
214|BO|Where are they?|speech
215|HOMELESS MAN|"I don't know.  I haven't seen them
in two days."|speech
216||"Bo is about to give up when he looks up and sees May walking
quickly into an alley.  Bo follows her."|stage direction
217||EXT. IN FRONT OF TSAI'S HOUSE|location
218||"May walks into a dilapidated house surrounded by a broken-
down bamboo fence.  Bo inches closer and sees May and Tsai
oiling their weapons."|stage direction
219||INT. BO'S ROOM - DAY|location
220||"Jen practices calligraphy.  The governess is by her side
embroidering and throwing occasional glances at Jen.  The
maid enters."|stage direction
221|MAID|"There is a Miss Shu Lien here to
see you."|speech
222||Jen stops and looks up at them.|stage direction
223|GOVERNESS|Miss is busy right now.|speech
224|MAID|I'll tell her.|speech
225|JEN|Show her in.|speech
226||The governess shoots her a look.|stage direction
227|GOVERNESS|This spells trouble.|speech
228|JEN|I have a guest.|speech
229||The governess gets up to leave just as the maid shows Yu in.|stage direction
230|MAID|This way please.|speech
231||"The governess and Yu exchange quick glances.  The governess
bows slightly and departs."|stage direction
232|JEN|I've missed you.|speech
233|YU|How so?|speech
234|JEN|I'm bored.|speech
235||Yu sees the calligraphy.|stage direction
236|YU|You're doing calligraphy?|speech
237|JEN|I'll write your name.  Just for fun.|speech
238||Jen writes Yu's name with great confidence and swiftness.|stage direction
239|YU|"I never realized my name looks like
""sword."""|speech
240||Jen freezes slightly.|stage direction
241|YU|"You write gracefully.  Calligraphy
is so similar to fencing."|speech
242|JEN|Maybe it is.  I wouldn't know.|speech
243||The maid enters with tea.|stage direction
244|JEN|Please.|speech
245|YU|"Thank you for seeing me.  I hear
your wedding day is near.  You must
be overwhelmed by the preparations."|speech
246|JEN|"I'm hardly doing a thing.  The less
I think of it the better.  My
parents are arranging everything.
The Gous are a very powerful family.
My marrying one will be good for my
father's career."|speech
247|YU|"You are fornuate to marry into such
a noble family."|speech
248|JEN|"Am I?  I wish I were like the
heroes in the books I read.  Like
you and Li Mu Bai.  I guess I'm
happy to be marrying.  But to be
free to live my own life, to choose
whom I love... That is true
happiness."|speech
249|YU|"Do you think so?  Let me tell you a
story."|speech
250|JEN|About you and Li Mu Bai?|speech
251|YU|"Yes.  Did you know I was once
engaged to be married?"|speech
252|JEN|No, really?|speech
253|YU|"His name was Meng Si Zhao.  He was
a brother to Li Mu Bai by oath.
One day, while in battle, he was
killed by the sword of Li Mu Bai's
enemy.  After, Li Mu Bai and I went
through a lot together.  Our
feelings for each other grew
stronger.  But how could we dishonor
Meng's memory?  So the freedom you
talk about, I too desire it.  But I
have never tasted it."|speech
254|JEN|"Too bad for Meng, but it's not your
fault, or Li Mu Bai's."|speech
255|YU|"I am not an aristocrat, as you
are... but I must still respect a
woman's duties."|speech
256|JEN|"Don't distance us.  From now on,
let's be like sisters."|speech
257|YU|"Then as a sister, let me wish you
happiness in your marriage."|speech
258||EXT. YU'S GARDEN - DAY|location
259||"The maid escorts Yu out.  Yu pauses, looks around, and sees
the profile of the Governess peering at her from around a
corner."|stage direction
260||INT. JEN'S ROOM - NIGHT|location
261||"Moonlight spills into the room, as Jen rises sleeplessly
from bed and looks out the window.  A light breeze stirs her
hair.  The sound of the wind rises, and slowly her face
dissolves, into..."|stage direction
262||INT./EXT. CARRIAGE/MONGOLIAN DESERT - DAY|location
263||"...the face of a younger, less sophisticated Jen, as she
lets the dry desert air flow through her hair.  She sits in
a carriage, part of a caravan, with guards on horseback,
that is traveling through the spectacular desert.  Across
from her sits her mother, of whom she is barely cognizant."|stage direction
264|MADAM YU|"What a godforsaken place!  Can't
your father be appointed closer to
civilization?  Jen... are you
listening to me?"|speech
265||"Jen is still looking out the side of the carriage, at a
beautiful mountainside."|stage direction
266||INT. JEN'S ROOM - NIGHT|location
267||Jen sighs, and turns back toward her bed.|stage direction
268||EXT. STREET OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT|location
269||"Tsai and May have been sitting, hidden in the branches of a
tree, watching Jen."|stage direction
270|TSAI|Let's go!|speech
271||"They drop down silently and walk away.  From another rooftop,
Lo looks silently on."|stage direction
272||EXT. TSAI'S HOUSE - NIGHT|location
273||Tsai and May enter the house.|stage direction
274||INT. TSAI'S HOUSE - NIGHT|location
275||"Inside the tiny house, they discover a hooded figure going
through their belongings.
Immediately Tsai throws a knife, which rips off the figure's
mask -- revealing Bo.  Tsai has another long knife at his
throat."|stage direction
276|TSAI|Who are you?|speech
277|BO|Wait!  I'm a friend!|speech
278||Tsai pauses.|stage direction
279||INT. TSAI'S HOUSE - NIGHT (LATER)|location
280||"May fans a small coal-fired grill that is boiling a sizzling
pot of vegetable and meatball soup.  Her father and Bo are
now friendly dinner companions, much to May's delight."|stage direction
281|TSAI|I don't care about your sword.|speech
282|BO|Why were you spying on the Yus?|speech
283|TSAI|"I'm looking for someone.  Jade Fox.
I'm a police inspector from Shaan
Xi, Gen Su district.  Jade Fox is a
master criminal.  I hear she
infiltrated the Yus.  She must have
come with them when they transferred
here.  But with Yu's reputation, I
can't just go in and accuse her."|speech
284|BO|This Jade Fox is a woman?|speech
285|TSAI|Yes.|speech
286|BO|Then leave her to me.|speech
287|TSAI|"Pardon me, but I doubt you can
handle her.  My wife was quite a
martial arts expert.  Jade Fox
killed her.  So you see, this is
personal.  Leave her to me."|speech
288|MAY|It's ready!|speech
289||(re: the soup)|location
290|BO|I'm ready for anything!|speech
291||"Bo fishes into the pot with his chopsticks.  May intercepts
him with her own chopsticks."|stage direction
292|MAY|Father gets first dip.|speech
293||"Tsai stiffens and snaps his chopsticks, not to pick up a
meatball but to catch an incoming dart.  A dart wrapped with
a note.  Bo jumps up."|stage direction
294|TSAI|They're gone.|speech
295|MAY|What does it say?|speech
296|TSAI|"""We'll settle this at midnight on
Yellow Hill.""  Good, the fox is out
of her hole."|speech
297||INT. TE'S STUDY - NIGHT|location
298||"Yu is ushered into the room, to discover Sir Te talking to
another man, whose back is to her."|stage direction
299|SIR TE|Shu Lien, look who's here.|speech
300||The man turns around -- it's Li Mu Bai.|stage direction
301||EXT. TE'S HALL - NIGHT|location
302||Yu and Li Mu Bai sit together.|stage direction
303|LI|"Sir Te believes it's a ploy cast
suspicion on Governor Yu."|speech
304|YU|"But something is going on at the Yu
household."|speech
305|LI|What have you discovered?|speech
306||"From her sleeve, Yu removes the flyer.  Li takes it, his
face darkening."|stage direction
307|LI|Jade Fox?  Impossible.|speech
308|YU|"You always suspected she'd fled to
the West."|speech
309|LI|"I didn't think she'd dare come back
to Peking!"|speech
310|YU|"Is there any place safer than under
the nose of Governor Yu?"|speech
311|LI|"So I shall avenge my master's death
after all."|speech
312|YU|"Be careful.  Sir Te requires
discretion.  Official business is
difficult enough.  Don't let
personal feelings make it worse.
And I don't know... even this
poster... could be some sort of trap."|speech
313|LI|Did you see who posted it?|speech
314||Yu pauses.|stage direction
315|YU|No.|speech
316|LI|"It says Jade Fox is hiding at Yu's.
On the night of the theft there was
a brawl near Yu's.  Were you
involved?"|speech
317|YU|"It was Bo, Sir Te's man.  I hear he
followed the thief to the Yus'."|speech
318|LI|Have you questioned him yet?|speech
319|YU|No, not yet...|speech
320|LI|"But your men are watching over Yu's
compund?"|speech
321|YU|"No, I'd already sent them home.
You can blame me for losing the
sword, but please trust that I'll
get it back soon using my own
methods."|speech
322|LI|"That's not what I meant.  I don't
care about the sword."|speech
323|YU|"What do you mean?  Didn't you come
back here for it?"|speech
324|LI|"I don't know it was stolen until I
got here."|speech
325|YU|Then, why did you come?|speech
326|LI|Well, we had talked...|speech
327||De Lu enters.|stage direction
328|DE LU|"Pardon my intrusion.  Master Li,
your room is ready."|speech
329|LI|Thank you.  Please lead the way.|speech
330||EXT. YELLOW HILL - NIGHT|location
331||"Tsai, Bo, and May wait under an ancient tree.  Bo stifles a
yawn."|stage direction
332|BO|"The fox doesn't care much for
punctuality.  Still no sign of her."|speech
333||"An old lady struggles up the hill, wearing a floppy hat over
her face, holding a cane.  The three exchange glances."|stage direction
334|TSAI|Enough!  Show yourself.|speech
335||"The old woman shrinks in fear, but then throws off her
disguise and unveils herself -- the Governess."|stage direction
336|FOX|"Tsai... you dog!  You will pay for
your stubbornness."|speech
337|BO|That's what you think, old witch!|speech
338|TSAI|"If you surrender now, you'll suffer
less.  But if you resist, I won't
stop until you're dead."|speech
339|MAY|"Father!  Let me avenge my mother's
death."|speech
340|FOX|"You'll soon end up like her, you
little whore!"|speech
341|BO|You'll pay for that!|speech
342||"A fierce battle begins, the main fighting between Tsai and
Fox, with May and Bo getting a stab in occasionally, when
the opportunity presents itself."|stage direction
343||(to Bo)|location
344|TSAI|She's going to paralyze you!|speech
345||"Using acupressure, Fox disables Bo.  May shoots an arrow at
her, but she catches it and flings it back, hitting May."|stage direction
346|TSAI|May!|speech
347||"Fox then disables Tsai, but just as she goes for the kill,
Li Mu Bai flies down from the treetops and steps between them."|stage direction
348|FOX|Tsai, you filthy mongrel!  An ambush!|speech
349|MAY|Father, are you all right?|speech
350||Li addresses Fox.|stage direction
351|LI|"Wudan should have gotten rid of you
long ago.  It's been a long time,
Jade Fox!  You don't remember me...
But you should remember my master.
You infiltrated Wudan while I was
away.  You stole our master!  Now
it's time for you to pay!"|speech
352|FOX|"Your master underestimated us women.
Sure, he'd sleep with me, but he
would never teach me.  He deserved
to die by a woman's hand!"|speech
353|LI|"You stole the secrets of Wudan's
highest martial arts.  But after
ten years of training, your moves
are still undisciplined.  And
today, under a Wudan sword... you
will die!"|speech
354||"Li easily brings Fox to the ground.
Li raises his sword to the prostrate Fox.  A figure masked
in black appears next to Fox, sword extended, saving her."|stage direction
355|FOX|Disciple, we'll kill them all!|speech
356|FIGURE IN BLACK|Let's go!|speech
357|BO|Another one!|speech
358|FOX|I must get rid of Tsai!|speech
359||"Fox fights Tsai, Bo, and May, as Li addresses the masked
figure."|stage direction
360|LI|"Who are you?  Why is the Green
Destiny in your possession?"|speech
361|FIGURE IN BLACK|What's it to you?|speech
362|LI|"My name is Li Mu Bai.  The Green
Destiny is mine.  Jade Fox can't be
your master.  Where did you learn
that ""Xuan Piu"" move?"|speech
363|FIGURE IN BLACK|I'm just playing around.|speech
364|LI|Tell me, who is your master?|speech
365|FIGURE IN BLACK|Let's go!|speech
366|FOX|We must kill them!|speech
367||"Tsai throws his blade at Fox, who catches it and throws it
back, hitting him in the head.  Fox and the masked figure
leap away.
May drops to the ground, cradling her dead father's head.
Bo kneels beside her."|stage direction
368|MAY|Father!|speech
369||EXT. TE'S - DAY|location
370||"Te and a group of his men look down as a cloth is removed
from over the body of Tsai.  Bo and May stand before them."|stage direction
371|TE|This is Tsai?|speech
372|MAY|"My father.  Police Inspector from
Shaan."|speech
373|TE|"This should be reported to Governor
Yu.  The victim is an officer.  You
believe the killer is hiding out in
his compound."|speech
374|YU|I'd bet my life on it!|speech
375||(to Li and Yu)|location
376|TE|Come with me.|speech
377||He exits the room.|stage direction
378||INT. TE'S STUDY - DAY|location
379||Te, Li, and Yu are seated.|stage direction
380|SIR TE|"This needs to be resolved, and
quickly."|speech
381|LI|"I'll get into the Yu household and
get her.  I'll ferret out Fox and
her gang."|speech
382|YU|"We must be careful.  Governor Yu is
a court official, and in charge of
security.  Any disturbance will
cast suspicion on him.  It might
get Sir Te in trouble."|speech
383|SIR TE|This is a delicate matter.|speech
384|YU|"Sir Te, can you find some excuse to
invite Madam Yu and her daughter?"|speech
385|SIR TE|What do you have in mind?|speech
386|YU|"The best way to trap a fox is
through her cubs."|speech
387||Sir Te and Li look puzzled.|stage direction
388||EXT. SIR TE'S GARDEN - DAY|location
389||"Yu sits with Madam Yu and Jen.  They busy themselves with
various items for her trousseau."|stage direction
390|MADAM YU|"Madam Te is certainly spoiling us
with these wedding gifts.  She's
being so considerate."|speech
391|YU|"I'm sorry she's not feeling well
enough to receive you today."|speech
392|MADAM YU|"I heard Sir Te lost something.  And
now Madame Te's not feeling well..."|speech
393||Jen sits silently reading.|stage direction
394|YU|"We know who stole the missing item.
If the thief returns it, I'm sure
Sir Te will pursue the matter no
further."|speech
395|MADAM YU|"That's good.  Sometimes the help
can't keep their hands to themselves.
It's very embarassing."|speech
396|YU|"Sir Te knows that even well-meaning
people can make mistakes... that
can bring ruin to themselves and
their families."|speech
397|MADAM YU|But don't be too lenient.|speech
398|YU|"No mercy will be shown toward the
murderer who turned up in Peking."|speech
399|MADAM YU|A murderer?|speech
400|YU|"Yes.  The very killer of Li Mu
Bai's own master.  Last night, she
killed a policeman who had tracked
her down."|speech
401|MADAM YU|A female criminal!  Now that's news!|speech
402||Jen becomes visibly upset.|stage direction
403|JEN|You say she killed a policeman?|speech
404|YU|"Yes, from the West.  He went
undercover and and followed her
here,"|speech
405|MADAM YU|"Maybe the murderer and the thief
are one and the same."|speech
406|YU|"I doubt it.  This thief... it very
unusual..."|speech
