|text|type
108|INT. RUTHERFORD STERN LLP - LOBBY - MORNING|location
109|INT. RUTHERFORD STERN - CORRIDOR|location
110|him working here. I net him here.|stage direction
111|INT. WYATT'S BROWNSTONE - DAY|location
112|EXT. WYATT'S BUILDING -- DAY|location
113|INT. SUBWAY CAR - EVENING|location
114|EXT. SUBWAY STATION - CANAL ST., CHINATOWN - LATER|location
115|INT. RUTHERFORD STERN - LOBBY - LATE DAY|location
116|INT. JONATHAN'S APARTMENT -- HIS BEDROOM - EVENING|location
117|"Chicago area...""                                                                         --   •   "".              'lavish lifestyle'...""                                         --   .a"|stage direction
118|"number of bad checks""                      . debts"""|unknown
119|He frowns at it - clearly out of place here. He picks the|stage direction
120|RUSSO             (O.S.)|unknown
121|RUSSO      (O.S.)|unknown
122|Mr. Messer?|location
123|JONATHAN|unknown
124|RUSSO      (O.S.)|unknown
125|INT. SUBWAY CAR - MORNING|location
126|EXT. CHINATOWN -- DAY|location
127|INT. CLUTE NICHOLS BROKERAGE - CORRIDORS                        - LATE DAY|location
128|INT. A CONFERENCE ROOM - NIGHT|location
129|EXT. CLUTE NICHOLS BUILDING - NIGHT|location
130|INT. TIMES SQUARE SUBWAY STATION - NIGHT|location
131|INT. SUBWAY STATION - CORRIDOR|location
132|INT. SUBWAY PLATFORM|location
133|INT. GRAND CENTRAL STATION - MAIN CONCOURSE - LATE NIGHT|location
134|INT. METRO-NORTH TRAIN                                          (IDLING IN THE TERMINAL)|location
135|INT. JONATHAN'S BUILDING - MAILBOXES - LATE NIGHT|location
136|INT. JONATHAN'S APARTMENT|location
137|EXT. MIDTOWN MANHATTAN - STREET - DAY|location
138|INT. CLUTE NICHOLS - CONFERENCE ROOM - DAY|location
139|INT. THE KITANO HOTEL - LOBBY - NIGHT|location
140|INT. THE KITANO - ELEVATOR|location
141|INT. CLUTE NICHOLS                                               - CONFERENCE ROOM - SAME NIGHT|location
142|INT. HOTEL CASABLANCA - LOBBY - LATER|location
143|INT. THE LOMBARDY - BAR - NIGHT|location
144|INT. VARIOUS HOTELS - LOBBY COUCHES - NIGHT|location
145|INT. THE MICHELANGELO - ELEVATOR - NIGHT|location
146|INT. THE MICHELANGELO - A ROOM - NIGHT|location
147|INT. EXPENSIVE CHICAGO RESTAURANT - NIGHT|location
148|INT. EXPENSIVE CHICAGO RESTAURANT - NIGHT|location
149|INT. FOUR SEASONS CHICAGO -.SUITE BEDROOM - LATE NIGHT|location
150|INT. THE MICHELANGELO - ROOM - NIGHT|location
151|INT. THE WARWICK (NYC)                                         - LOBBY - NIGHT|location
152|EXT. FLEUR DE SOLANGE - NIGHT|location
153|INT. MICHELANGELO - HOTEL BUSINESS CENTER - NIGHT|location
154|EXT. EIGHTH AVENUE                                              (HELL'S KITCHEN)   - LATE NIGHT|location
155|EXT. BROOKLYN - ELEVATED SUBWAY PLATFORM - LATE NIGHT|location
156|EXT. JONATHAN'S DUPLEX|location
157|INT. JONATHAN'S APARTMENT - LATER|location
158|INT. JONATHAN'S BEDROOM|location
159|INT. JONATHAN'S BATHROOM|location
160|INT. SPARE BEDROOM|location
161|INT. JONATHAN'S APARTMENT - LIVING ROOM|location
162|INT. A SEEDY HOTEL LOBBY - DOWNTOWN - PRE-DAWN|location
163|INT. SEEDY HOTEL - ROOM - PRE-DAWN|location
164|This is Detective Russo, NYPD, badge|unknown
165|information from you guys.|location
166|INT. CHASE MANHATTAN BANK - MORNING|location
167|EXT. BANK - DAY|location
168|EXT.                                                                  91ST STREET|location
169|"Jonathan rounds the corner at a jog, checking awning numbers,
finally halts on one: ""140             E.   91st."""|unknown
170|INT.                                                            140   E.            91ST                         - LOBBY|location
171|INT.                                                            140   E.            91ST -- HALLWAY|location
172|INT. THE APARTMENT|location
173|banks will just be opening.|stage direction
174|EXT. STREET - MINUTES LATER|location
175|INT. WORTH & BERMAN - AN OFFICE - LATE DAY|location
176|INT. WORTH & BERMAN - LOBBY|location
177|INT. WORTH & BERMAN - PETERSON'S OFFICE|location
178|INT. PETERSON'S OFFICE - MOMENTS LATER|location
179|EXT. MANHATTAN SKYLINE - NIGHT|location
180|INT. CLUTE NICHOLS - CONFERENCE ROOM|location
181|EXT. THE PLAZA HOTEL - ROOFTOP - LATE NIGHT|location
182|EXT. PLAZA HOTEL - LATE NIGHT|location
183|INT. THE PLAZA HOTEL - LOBBY|location
184|INT. LOBBY BAR - MOMENTS LATER|location
185|INT. PLAZA HOTEL - LOBBY - MOMENTS LATER|location
186|INT. HOTEL.BUSINESS CENTER|location
187|INT. LOBBY                                                      (OUTSIDE THE BUSINESS CENTER)|location
188|INT. BUSINESS CENTER|location
189|INT. HOTEL ELEVATOR|location
190|INT. HOTEL LOBBY|location
191|INT.                                                            6TH FLOOR HALLWAY - ELEVATORS|location
192|INT.                                                            6TH FLOOR HALLWAY|location
193|Wide shot of an empty hotel hallway -- as suddenly the fire|unknown
194|INT. PLAZA HOTEL - LOBBY|location
195|INT.                                                            7TH FLOOR HALLWAY|location
196|INT.                                                            8TH FLOOR HALLWAY|location
197|INT. LOBBY - SECURITY DESK|location
198|EXT. HOTEL ROOFTOP|location
199|INT. STAIRWELL|location
200|INT.                                                            9TH FLOOR - HALLWAY|location
201|Close on a door marked by a placard:   9th floor -- as it's|stage direction
202|INT. ROOM 907|location
203|INT. EMERGENCY STAIRWELL|location
204|INT.                                                             9TH FLOOR|location
205|INT. EMERGENCY STAIRWELL|location
206|EXT. HOTEL ROOFTOP - MOMENTS LATER|location
207|EXT. THE PLAZA HOTEL                                             (WIDE SHOT)|location
208|EXT. ROOFTOP|location
209|EXT. PLAZA HOTEL - STREET LEVEL - SHORT TIME LATER|location
