|character|text|type
93|DOUGLAS|"Thank you. You can go on up.       Front
elevator, to the mezzanine."|speech
94||"Daria turns toward the elevator. Then doesn't go. Just
glances up toward the party, suddenly unenthusiastic."|stage direction
95|DARIA|"... I hate these things.      Don't you
hate these things?"|speech
96|DOUGLAS|I'm just here to do my job.|speech
97||"Daria looks back at Douglas.      Studies him a moment.   Liking
what she sees."|stage direction
98|DARIA|"Then again, you never know who you're
going to meet..."|speech
99||"She shifts her wrap, baring cleavage.      Then leans over the
desk. Giving Douglas an eyeful."|stage direction
100||"DARIA
8."|unknown
101|DARIA|"I'll bet you're a lot more fun than
any of those boring people upstairs."|speech
102||Douglas is unaffected.   Just looks at her blankly.|stage direction
103||DOUGLAS|location
104|DARIA|Really, ma'am.   I have a job to do.|speech
105||"Daria doesn't understand why he's not interested in her.
Then she glimpses Douglas's magazine lying on the desk.
DARIA'S POV
The magazine is Genre.   Males for males.   Buff boys.   Big
pecs, big penises.
BACK TO SCENE
Daria steps back."|stage direction
106|DARIA|"Well, I suppose I should go up and
see what they're selling."|speech
107||Daria turns back and calls to her chauffeur, TOMMY.|stage direction
108||DARIA|location
109|DARIA|Tommy...|speech
110||"What happens next happens very quickly and sotto voce, as
Daria walks toward Tommy:
She whispers into a hidden mike --"|stage direction
111|DARIA|Change of plans. He's gay.|speech
112||Tommy hears it over his earwig.|stage direction
113||TOMMY|location
114|DARIA|No way.|speech
115||DARIA|location
116|DARIA|Yeah way.|speech
117||INTERCUT WITH:|stage direction
118||INT. SUB-FOUNDATION - DAY|location
119||Fait and Miles have heard it, too.   Into his mike --|stage direction
120||FAIT|unknown
121|DARIA|Tommy.    Your turn.|speech
122||9.|unknown
123||A look of alarm on Tommy's face.    Into his mike --|stage direction
124||TOMMY|location
125|DARIA|Uh-uh.|speech
126|FAIT|This isn't a conversation.    Do it.|speech
127||It's an order.    Tommy knows he has to.   Shit.|stage direction
128||TOMMY|location
129|FAIT|Shit.|speech
130||DARIA|location
131|FAIT|Key-card.|speech
132||Then, still to Tommy, her voice again at normal volume --|stage direction
133|DARIA|"Why don't you keep my purse?     I
shouldn't be too long."|speech
134||"Daria hands Tommy her purse. Palms the key-card from him.
Then heads toward the elevator, as...
Tommy replaces the sick look on his face. Does his best to
look flirty as he walks over to the security station. Leans
over the desk with a yummy-smile on his face."|stage direction
135||TOMMY|location
136|DARIA|... Aloha.|speech
137||(NOTE: The following scene is INTERCUT with Scenes 20|stage direction
138||thru 28.)|unknown
139||Douglas looks up from his magazine.|stage direction
140||DOUGLAS|location
141|DARIA|Hi.|speech
142|TOMMY|"I hope you don't take offense at
this... but I just have such a
weakness for a man in uniform."|speech
143|DOUGLAS|If that's your thing...|speech
144|TOMMY|"Uniform's definitely my thing. I
mean, I see a sailor, I'm thinking,
mmm, seafood. Y'know?"|speech
145|DOUGLAS|I'm not actually supposed to be|speech
146||10.|unknown
147|DOUGLAS|talking on duty.|speech
148|TOMMY|"Who's talking? Honey, this is a
flirting... But you're probably just
another good-looking man wasting it
all on women. World's full of fools."|speech
149||Beat.   Douglas lets him see the Genre magazine.|stage direction
150|TOMMY|"Yahtzee!... Okay, Mr. I-Always-Have-
A-Hard-Nightstick. Put away the
pictures of those underfed, white
males and let's broaden your
horizons."|speech
151|TOMMY (CONT'D)|"I like sunsets and puppy dogs, and
I'm big in the pants. Just hope I'm
not too cute for you. And don't tell
me it's a color thing, hon, or I'll
come over there and slap a little
discrimination right upside your
yummy little cheeks."|speech
152|DOUGLAS|I'm hooked up.|speech
153|TOMMY|"Another big, hot, cuddly, black love-
Jesus got there first. That bitch.
Taking you. From me."|speech
154|DOUGLAS|Sorry.|speech
155|TOMMY|"Hey... This day and age, sweetie, I
can appreciate the monogamy. Saving
it for your number one is keeping the
world safe, and it's okay by me.
Even if you are just breaking my
heart... Guess I'll just have to come
in here someday, let you catch me
shoplifting and resist arrest -- just
to have you wrestle me down and cuff
me."|speech
156|DOUGLAS|I can be pretty rough.|speech
157|TOMMY|"Don't you get me all excited now.   I
was just learning to accept my
disappointment."|speech
158||11.|unknown
159||Tommy sticks out his hand.|stage direction
160||TOMMY|unknown
161|TOMMY|Tommy.     But you can call me Rachel.|speech
162||Shaking hands --|stage direction
163|DOUGLAS|"Douglas. And, man, I really gotta
get back to what I'm supposed to be
doing, okay?"|speech
164||"He looks away.     Scans the monitors.
ANGLE - MONITORS
Everything looks normal.
ANGLE BACK ON TOMMY AND DOUGLAS
Seeing Douglas is unaware of what's happening in the vault,
Tommy relaxes."|stage direction
165|TOMMY|"I'll leave you alone. But is it okay
if I just stand here and stare at the
muscles I'll be missing for the rest
of my
life?"|speech
166||OFF which...|stage direction
167||INT. ELEVATOR - CONTINUOUS ACTION|location
168||"Daria gets in. Looks back to make sure Tommy has Douglas's
attention. He does.
Instead of going up, Daria uses the key-card to access the
controls to go down.
ANOTHER ANGLE
As the doors close, Daria shoots a wink back at...
TOMMY
who furtively flips her the bird.        Never missing a beat with
Douglas."|stage direction
169||12.|unknown
170||INT. VAULT ANTEROOM - DAY|location
171||Fait emerges from the hole beneath the table.|stage direction
172||INT. LOBBY - SECURITY STATION - DAY|location
173||"On the monitors, we see Fait in the vault anteroom and Daria
descending in the elevator as Tommy keeps Douglas's
attention diverted."|stage direction
174||INT. VAULT ANTEROOM - DAY|location
175||"Fait holds a small digital camera next to the room's
security camera. Mimicking the security camera's slow pan,
Fait films the room. When he's done....
CLOSEUP - FAIT'S DIGITAL CAMERA
We see the panning shot of the room on the monitor. Fait
pulls up an on-screen menu, clicks on ""Repeat."" Whereupon
the mini-movie begins playing in a continuous loop."|stage direction
176||INT. VAULT ANTEROOM - DAY|location
177||"As Fait mounts his camera in front of the security camera,
Daria steps off the elevator, putting her hair up, ready to
work."|stage direction
178||INT. LOBBY - SECURITY STATION - DAY|location
179||"On the anteroom monitor, we see the monitor on Fait's camera
slide into position, making the room look empty, as Tommy
continues diverting Douglas's attention."|stage direction
180||INT. VAULT ANTEROOM - DAY|location
181||"Fait and Daria push the display table aside as Miles shoves
equipment bags through the hole in the floor.
Fait opens the leather bag, revealing tools, a tripod, three
steel cables and a long, rectangular box. Miles grabs a
high-tech DRILL. Begins BORING a hole high up on the vault
door.
Fait hands Daria the tripod to set up, while he uncoils the
steel cables, attaches them to the wheel on the vault door.
Then opens the rectangular box and lifts out what's inside.
A surface-to-air missile. Fait sets it on the tripod."|stage direction
182||13.|unknown
183||"Miles, the hole drilled, picks up the cylinder he'd had
slung over his shoulder. Pulls out a pressurized metal
canister of liquid nitrogen.
Miles injects the nitrogen into the hole. A CRACKLING sound
as the super-low-temp LIQUID spreads out inside the vault
door. The outside frosts over.
Fait finishes attaching the free ends of the cables to clips
on the SAM. Final checks of the rig."|stage direction
184|FAIT|Out.|speech
185||INT. SU'S RENTAL T-BIRD - DAY|location
186||Speeding through L.A.   Calling 911 on a cell phone.|stage direction
187|SU|"... I want to report a crime in
progress."|speech
188||INT. SUB-FOUNDATION - DAY|location
189||"Fait is the last one down through the hole.   Beat.    He looks
at the others."|stage direction
190|FAIT|Faith.|speech
191|MILES|Faith.|speech
192|DARIA|Faith.|speech
193||"Fait pulls out a remote control firing device.   He pushes
the button. And..."|stage direction
194||INT. VAULT ANTEROOM - DAY|location
195||"The SAM IGNITES with a blinding flash and streaks across the
room. The steel cables instantly snap taut and... RIP the
vault's wheel and frozen locking mechanism right the fuck
out of the door."|stage direction
196||INT. LOBBY - SECURITY STATION - DAY|location
197||They felt a rumble.   Tommy covers --|stage direction
198|TOMMY|Earthquake.|speech
199||14.|unknown
200||Douglas checks the monitors.      Everything looks okay.|stage direction
201|TOMMY|"Bet you know how to hit a ten on the
Richter scale..."|speech
202||INT. VAULT ANTEROOM - DAY|location
203||"The crew re-emerges through the floor to find the vault door
in pieces and a hole the size of a Sub Zero where the SAM
augured into the opposite wall."|stage direction
204||DARIA|unknown
205|TOMMY|Holy shit...|speech
206||Fait's already swinging open the vault.|stage direction
207|FAIT|"This will trigger the silent alarm.
Let's go. We got eleven minutes."|speech
208||"Miles moves down the rows of   drawers, using a tool to pop
all the locks. Fait and Daria   follow behind, quickly pulling
out the drawers and emptying   jewels into nylon bags. Fait
empties drawer after drawer.    All white diamonds. When...
He opens a drawer containing various colored diamonds.     And
stops, admiring them."|stage direction
209|FAIT|"... I love colored stones... Look at
this..."|speech
210||He holds up a small, faceted blue diamond.|stage direction
211|FAIT|Two-point-seven million.|speech
212||Into the bag.|stage direction
213|MILES|Whose shit we stealing, anyway?|speech
214|FAIT|Drug dealers and money launderers.|speech
215||DARIA|unknown
216|FAIT|Works for me.|speech
217||"Then something else catches his eye. He holds up a small,
pink diamond on a chain. Admires it."|stage direction
218|FAIT|This I can use.|speech
219||15.|unknown
220||And pockets it.|stage direction
221||DARIA|location
222|FAIT|T.|speech
223||"Fait moves to her. Daria's fishing into a nylon bag she
found in a drawer. Pulls out a handful of... Large black
diamonds. Many more in the bag."|stage direction
224||FAIT|location
225|FAIT|Pow.|speech
226||"He takes the bag. Stows it in his jacket. When...
Suddenly, Fait's CELL PHONE RINGS. Surprising them.   Beat.
Fait answers."|stage direction
227||FAIT|location
228|FAIT|Go.|speech
229||INTERCUT WITH:|stage direction
230||INT. SU'S RENTAL T-BIRD - DAY|location
231||Su's speeding through Los Angeles streets.|stage direction
232|SU|"Your employer betrayed you. The
police are on the way. Leave the
black stones."|speech
233||FAIT|location
234|SU|Who is this?|speech
235|SU|You know the ones I mean.|speech
236|FAIT|Don't think I'll do that.|speech
237||Fait just hangs up.|stage direction
238||INT. LOBBY - SECURITY STATION - DAY|location
239||"Tommy and Douglas hear APPROACHING SIRENS. The SIRENS STOP
outside. SWAT, cops, the works. All heading for the front
door. Tommy whispers urgently into his mike."|stage direction
240|TOMMY|Shit.  Five-0 at the do'.|speech
241||"(then, aloud to
Douglas)"|unknown
242|TOMMY|Better move my car.|speech
243||16.|unknown
244||INT. VAULT ANTEROOM - DAY|location
245||Fait grabs a bag of jewels.|stage direction
246||FAIT|unknown
247|TOMMY|Go time.     Leave the rest.|speech
248||INT. LOBBY - SECURITY STATION - DAY|location
249||"SWAT swarms in.
Tommy exits behind them."|stage direction
250||INT./EXT. LIMO - DAY|location
251||Tommy gets in.    A SWAT COP signals him.|stage direction
252||SWAT COP|unknown
253|TOMMY|Move it out.|speech
254||INT. UTILITY TUNNELS - DAY|location
255||Fait, Miles, and Daria run.|stage direction
256||INT. SUBWAY TUNNEL - DAY|location
257||"Slam! Fait, Miles, and Daria blast out the access door.
Fait kneels, feels the track."|stage direction
258||FAIT|location
259|TOMMY|Stopped the trains.|speech
260||(then)|unknown
261|TOMMY|"We're in the rabbit hole, they're
sending down the snakes."|speech
262||(then)|unknown
263|TOMMY|Daria comes with me.|speech
264||(to Miles)|unknown
265|TOMMY|"I got no idea where you should go,
but you know where to end up."|speech
266||Miles nods.|stage direction
267||FAIT|unknown
268|TOMMY|Faith.|speech
269||MILES|unknown
270|TOMMY|Faith.|speech
271||INT. SU'S RENTAL T-BIRD - DAY|location
272||17.|unknown
273||Su studies a computer map of downtown as he drives.|stage direction
274||INT. SUBWAY TUNNEL - MILES - DAY|location
275||"running like hell. Rounds a curve.      Ahead are the rear
lights of a stopped train."|stage direction
276||INT. SUBWAY TUNNEL - FAIT AND DARIA - DAY|location
277||"Approaching the front of another train, stopped at a
station. Fait signals Daria to stay put. Then pokes his
head around the corner of the train.
FAIT'S POV - STATION PLATFORM
SWAT cops hustle passengers off the train. One SWAT GUY
helps another up to check the top of the train. The SECOND
COP jumps back down."|stage direction
278||"SWAT COP #2
All clear."|unknown
279||"ANGLE BACK
Fait turns back to Daria. Signals her to climb up onto the
top of the train. Then begins climbing after her.
As Fait reaches the driver's window, he sees ANOTHER SWAT
COP approaching the train's DRIVER, checking under seats,
etc.
Fait has to climb fast. The SWAT Guy and the Driver getting
closer. Looking up. Just as..."|stage direction
280||INT. SUBWAY TRAIN - THEIR POV - CONTINUOUS ACTION|location
281||"Fait's leg just clears the window.      They don't see it.
But..."|stage direction
282||INT. SUBWAY TUNNEL - CONTINUOUS ACTION|location
283||As Fait rolls onto the top of the train...|stage direction
284||INT. SUBWAY TRAIN - CONTINUOUS ACTION|location
285||The NOISE causes the SWAT Cop to react.      To the Driver --|stage direction
286||"SWAT COP #3
Hold it.
18."|unknown
287||"A moment, as they stop and the Cop looks around.    The Cop
checks the Driver's compartment. Nothing."|stage direction
288||SWAT COP #3|location
289||(radios)|unknown
290|TOMMY|Train's clear.|speech
291||The Cop exits.    The Driver enters his compartment.|stage direction
292||INT. SUBWAY TUNNEL - CONTINUOUS ACTION|location
293||ANOTHER SWAT COP stands outside the Driver's window.|stage direction
294||DRIVER|location
295|TOMMY|Okay to go?|speech
296|SWAT COP #4|Just hang tight.|speech
297||"During which, just above them...
Fait and Daria lie very still. Daria's tense. Fait winks at
her, trying to relax her. Daria's still tense. He raises his
eyebrows slightly. Shifts his gaze down.
She doesn't get it. Finally follows his gaze. Sees her
position is giving him a full view of her cleavage. She
looks back at him in disbelief."|stage direction
298||FAIT|location
299|SWAT COP #4|Nice.|speech
300||"That does it. She relaxes and smiles back. Under which a
voice crackles over the SWAT Cop's radio."|stage direction
301||RADIO (V.O.)|location
302|SWAT COP #4|All clear.|speech
303||"SWAT COP #4
(to Driver)"|unknown
304|SWAT COP #4|Okay.    Get this train outta here.|speech
305||Whereupon the train jerks to a start.|stage direction
306||INT. SUBWAY TUNNEL - MILES - DAY|location
307||"running toward the rear of the stopped train.   Leaping onto
the rear steps. When...
Out of nowhere, a foot catches him in the head, sending him
flying back down onto the rails. And... There is Su in
front of him."|stage direction
308||19.|unknown
309|SU|The stones.|speech
310|MILES|You'll have to come and get 'em.|speech
311||"Su moves on Miles. Miles throws a solid punch at him. Su
and Miles fight on the track behind the stopped train. The
deadly third rail making the fight even more dangerous.
Miles is a street boxer. He's good. He's ferocious. But
he's no match for Su. When Miles is subdued, Su grabs the
bag of jewels, makes sure Miles doesn't have any more, then
goes."|stage direction
312||INT. SUBWAY TUNNEL - SUBWAY CAR ROOF - DAY|location
313||"Rocketing underground. The tunnel ceiling whizzes by above
Fait and Daria. Intermittent tunnel fixtures just inches
from their heads.
Every time the train takes a curve, they both slide toward
the edge. Fait places a calming hand on top of Daria's. The
car takes a wide curve.
Daria's body flips to the side. She loses her grip.
Screams as she starts to fall off the train. Fait reaches
for Daria, losing his grip on his bag, which plummets off
the train.
Fait can't grab her. The train jerks again. He starts
sliding away from her, off the opposite side. Fait thrusts
out both hands as far as he can. And...
Just snags her at the last second. Grips Daria's wrists
with all he's got. They're now draped across the curved roof
of the train. Hands in the middle. If Daria slips, or Fait
lets her go, they both die."|stage direction
314||INT. RENTAL T-BIRD (OUTSIDE SUBWAY ENTRANCE) - DAY|location
315||"Su gets in. Empties Miles' nylon bag into his lap. A
fortune in gems and jewelry pours out. Su sifts through it,
increasingly agitated. What he wants isn't there. He throws
the bag down, cursing in Chinese."|stage direction
316||INT. SUBWAY TUNNEL - SUBWAY CAR ROOF - DAY|location
317||"Fait is at his limit. His grip starts to loosen. When the
train begins to slow. They pull into a station and stop.
Fait releases Daria, and she drops to the platform."|stage direction
318||20.|unknown
319||"Fait jumps down on the other side. He's lost the bag of
jewels. Knows they're gone for good. He feels for the bag
of black diamonds. Still has them.
Unseen, Fait joins Daria on the platform, and, hand in hand,
they melt into the crowd of commuters."|stage direction
320||EXT. AIRPORT - GENERAL AVIATION TERMINAL - DUSK|location
321||"A stretch limo and a Cadillac Escalade wait on the tarmac
next to a Gulfstream, which has just arrived.
The jet door opens, and a man emerges with a bodyguard. The
man, LING, is Asian, about forty. Emanates grace and power.
As Ling descends the steps, and two thugs from the SUV go to
retrieve baggage...
A woman steps out of the waiting limo to greet Ling.   She's
also Asian. Dressed in American casual. Beautiful.     SONA.
She's not smiling. As Ling approaches her --"|stage direction
322|LING|Enjoying California?|speech
323||CHARLES, the bodyguard, answers for himself.|stage direction
324|CHARLES|"Hope we're not here long.    I hate
sunshine."|speech
325||Ling kisses Sona on the lips.    Then --|stage direction
326|SONA|We may have a problem.|speech
327||Ling's mood quickly darkens.|stage direction
328|LING|The stones?|speech
329|SONA|The exchange was just robbed.|speech
330|LING|"... Let's hope that was part of the
plan."|speech
331||INT. JEWELRY EXCHANGE - VAULT ANTEROOM - DAY|location
332||"Swarming with police. When... Su steps off the elevator.
He's carrying the bag of jewels he took from Miles. To a
COP --"|stage direction
333||21.|unknown
334|SU|Who's in charge?|speech
335|COP|Who wants to know?|speech
336||"Su flashes I.D. We don't see it.   The Cop scopes it a
moment. He's clearly impressed."|stage direction
337|COP|Follow me.|speech
338||As he leads Su toward his superiors in the vault...|stage direction
339||INT. VANESSA'S BEDROOM - NIGHT|location
340||"VANESSA, eight, is in her pajamas, playing SIM Coaster on
her computer. The door opens. Fait enters. His daughter."|stage direction
341|FAIT|You know it's past your bedtime.|speech
342|VANESSA|Just a little longer.|speech
343||(imitating sweetly)|unknown
344|FAIT|"'Just a little longer'... School
tomorrow, baby. Let's go."|speech
345||"Vanessa sighs. Fait stands over her as she shuts down the
computer, talking her through the commands, making sure she
doesn't dawdle."|stage direction
346||FAIT|unknown
347|FAIT|"'Exit.' 'Quit.' 'Do not save.'
'Special.' 'Shut down.' Sleepy-
time."|speech
348||"Whereupon he whisks her out of her chair, flies her once
around the room and tucks her into bed."|stage direction
349|FAIT|You bag some Z's now, you hear?|speech
350|VANESSA|Okay.|speech
351|FAIT|... Wait a second.|speech
352|VANESSA|What?|speech
353|FAIT|I think there's something behind your|speech
354||22.|unknown
355|FAIT|ear.|speech
356|VANESSA|"Oh, please, that is so lame.     It's in
your hand."|speech
357||"She takes his right hand, opens it and turns it over.
Nothing. Takes his left hand, opens it and turns it over.
More nothing. She's stumped.
Fait smiles. Puts his hands together. When he opens them,
there is the pink diamond pendant on the chain."|stage direction
358|VANESSA|How'd you do that?|speech
359||Fait slips the chain over her head and kisses her.|stage direction
360||FAIT|unknown
361|VANESSA|Good night.|speech
362||Then Fait looks up.     Addresses the air above her.|stage direction
363|FAIT|"Angels east, angels west, north and
south, do your best. Guard her,
watch her, while she rests."|speech
364||"A bedtime ritual. Fait goes. When she's alone, Vanessa
holds up the diamond, which catches every bit of available
light and shines in the dark.
Then she rolls over and closes her eyes."|stage direction
365||INT. FAIT'S HOUSE - KITCHEN - NIGHT|location
366||Fait enters.     Vanessa's nanny, TONITA, is there.    To Tonita|stage direction
367|FAIT|She'll stay down now.|speech
368|TONITA|"She won't listen to me lately.     Only
you."|speech
369|FAIT|"I'll have a talk with her about it
tomorrow."|speech
370||Still to the nanny --|stage direction
371|FAIT|"I got some work to do in the office.
You can go on to bed."|speech
372||23.|unknown
373|TONITA|I'm watching TV, if you need me.|speech
374||Fait exits.|stage direction
375||INT. FAIT'S BAR/LIVING ROOM - CONTINUOUS ACTION|location
376||Fait enters.    Tommy and Daria are there.|stage direction
377|TOMMY|What the hell happened?|speech
378||"Fait puts a finger to his lips.    Leads them across the room
to another door."|stage direction
379||INT. FAIT'S OFFICE - CONTINUOUS ACTION|location
380||They enter.    Fait shuts the door.|stage direction
381|TOMMY|"Should we be considering a
long vacation in a warm,
foreign climate where there's
no extradition?"|speech
382||Fait's thinking it through.|stage direction
383|FAIT|"The guy who called was only
interested in the black stones..."|speech
384|DARIA|Christophe sold us out.|speech
385||FAIT|unknown
386|DARIA|Or something.|speech
387||Just then, Miles enters.|stage direction
388||DARIA|unknown
389|DARIA|You made it.|speech
390|MILES|"By the skin of my ass. Some
Chinese dude kicked me around
the motherfuckin' block. Busted
my ear piece."|speech
391||"He takes the broken communication device out of his ear and
tosses it on the table."|stage direction
392|MILES|Snagged my loot, too... Maybe time to|speech
393||24.|unknown
394|MILES|rethink the no-gun policy.|speech
395|TOMMY|"Little ass-whuppin's nothing. 'Least
you didn't have to play all foxy with
the rent-a-cop."|speech
396||Fait pulls out the bag of black diamonds.|stage direction
397|FAIT|Means this is all we got.|speech
398|DARIA|So what do we do?|speech
399|FAIT|You all wait to hear from me.|speech
400|TOMMY|Where're you going?|speech
401|FAIT|To get some answers.|speech
402||Miles moves to go with him.|stage direction
403|MILES|I got your back.|speech
404|FAIT|"No. I got us into this.     I'll call
you if I need you."|speech
405||Daria moves to him.   Their eyes meet.|stage direction
406||DARIA|location
407|FAIT|Be careful.|speech
408||Fait gives her a kiss.   Then goes.|stage direction
