|character|text|type|character_clean|gender
10||9    INT.   CYBERSPACE - GAME GRID|unknown||
11||"Search Engine flies overhead - Krod locks on Tron.
RX23's Pulse Rider pulls the move, surges up beside red
lightcycle.
Tron pulls away, baiting his opponent."|stage direction||
12||10   INT.   ENCOM CORPORATION BETA TEST LAB - DAY|unknown||
13|MILES|You got him on the run, dude!|speech|MILES|M
14||OTHERS|unknown||
15|MILES|Crash him!   Rush RUSH RUSH.|speech|MILES|M
16||"RUSH hits keys, jockeys mouse.      Feeling good.     Shifts drive
status to: ""TURBOJECT""."|stage direction||
17||11   INT.   CYBERSPACE - GAME GRID|unknown||
18||"RX23's Pulse Rider SCREAMS, gaining on Tron.         Neck-and-neck.
But Tron suddenly brakes, quitting the chase.
RX23 is puzzled.    Looks forward.       Eyes spring wide."|stage direction||
19||"6
12   INT.   REAL WORLD - ENCOM CORPORATION BETA TEST LAB - DAY"|unknown||
20||Rush's screen:   His Pulse Rider speeds straight for the rocks.|stage direction||
21||"Yikes!
13   CYBERSPACE - GAME GRID"|unknown||
22||"Pulse Rider smashes into rocks, RX23 pulverizes to neon bits.
Electro SHOCKWAVE sears across game grid. Search Engine
freezes overhead, glitches and CRASHES like a blimp.
All goes white - snow crash."|stage direction||
23||"14   INT.   REAL WORLD - ENCOM BETA TEST LAB - DAY
RUSH
He crashed me!"|unknown||
24||FUBAR!    Bad Thing!   Flame War!|unknown||
25||Miles.    Did you get a trace on him?!|unknown||
26||"Miles stares at his blank screen.     Blinking.    Every screen
in the lab is blank."|stage direction||
27||"PHLEGMAN
We are so screwed.
KELTER
Who tells the boss?"|unknown||
28||All eyes land on Rush.|stage direction||
29||"RUSH
Get the system back up!     Now!    Move!
15   EXT.   LAWN OF ENCOM CORPORATE CAMPUS - DAY"|unknown||
30||"PRESS CREWS camp a block away.
X-Net PR TEAM preps a media extravaganza. Shirt logo: ""X-
NET = TOTAL DATA SECURITY"" Banners, video projections, music.
X-NET PUBLIC RELATIONS VP leads entourage on a preview."|stage direction||
31||"7
15   CONTINUED:"|unknown||
32|PR VP|"Weather is holding. Dress rehearsal
on for 6PM. In the morning, we let
the press in for a 7AM tech set-up,
then you go live worldwide 9 AM sharp."|speech|PR VP|?
33||"Staff defers to: GORDON SINCLAIR (45), boyish, ruthless,
brilliant CEO of Encom Corporation."|stage direction||
34|SINCLAIR|"Delay the press until 8:30. I'll
taking the stage at 8:50. Force a
network break-in. Then it's news."|speech|SINCLAIR|M
35||He catches something on a video screen, snaps his fingers.|stage direction||
36|SINCLAIR|Play that again.|speech|SINCLAIR|M
37||Crew murmurs on headsets.    Promo video replays:|stage direction||
38|VIDEO PLAYBACK|"X-Net deploys radical software design,
constructs proprietary white-hot
firewalls, unleashes virus killer
apps. Creating the most secure data
network in history. Your data can
never again be hacked, corrupted,
stolen or destroyed. X-Net is the
final solution, totally guaranteed
99.999% secure data transmission -"|speech|VIDEO PLAYBACK|?
39|SINCLAIR|"Who changed that? Who put ""99.999""?"|speech|SINCLAIR|M
40||X-Net executives chill.|stage direction||
41|PR VP|Um, that would be...    Legal.|speech|PR VP|?
42||Eyes land on withering LEGAL VP.|stage direction||
43|SINCLAIR|"Change it back to the way I wrote
it. With the launch of X-Net, this
company guarantees one hundred percent
secure data transmission. If we
can't deliver on that promise, we
deserve to be out of business."|speech|SINCLAIR|M
44||Rush appears from a building.       Signals Sinclair aside.|stage direction||
45|SINCLAIR|What can't wait, Rush?|speech|SINCLAIR|M
46||"(CONTINUED)
8
15   CONTINUED:    (2)
RUSH"|unknown||
47|SINCLAIR|"Um. X-Net was just breached by a
hacker."|speech|SINCLAIR|M
48||SINCLAIR goes pale.|stage direction||
49|RUSH|"System's back up, no permanent damage,
but... But whoever's behind this,
they're good, and they're still out
there."|speech|RUSH|M
50||16   INT.   SINCLAIR'S OFFICE - DAY|unknown||
51||"Sprawling, big bucks, basketball hoop.
Sinclair enters, alone. Closes door. Uses a retinal scan
ID to access his computer. Secure connection opens. As he
speaks, text instantly appears:"|stage direction||
52|SINCLAIR|Identify the intruder.|speech|SINCLAIR|M
53||17   EXT.   CYBERSPACE|unknown||
54||"Flashing circuitry, machine code bit-storm.     We follow
Sinclair's text message data stream
Min-blowing cyberspace fly-over.
DATA BEAM penetrates a towering shaft, reaching deep inside
the MASSIVELY FORTIFIED X-NET CENTRAL SERVER."|stage direction||
55||18   INT.   CYBERSPACE - X-NET CENTRAL SERVER / INNER SANCTUM|unknown||
56||"LONE FIGURE stands clothed in flashy cyber-armor:     Fluid
photons, oozing high-rez circuitry.
It's PLEXOR, cyber-twin of real-world Sinclair.
He crosses into an round inner sanctum.    DATA STREAM radiates
from above.
PLEXOR stands in the center, pulls his DISK off his back,
raises it above his head.
Data stream converges onto disk, becomes a tight RUBY RED
COMMUNICATION BEAM.
Plexor's eyes decode transmission.    Text races across his
eyes: IDENTIFY THE INTRUDER."|stage direction||
57||"(CONTINUED)
9
18   CONTINUED:"|unknown||
58|PLEXOR|Identity not captured.|speech|PLEXOR|M
59||"INTERCUT WITH:
19   INT.   REAL WORLD - SINCLAIR'S OFFICE - DAY"|unknown||
60||"Other side of the link. Real-world Sinclair reads text as
it appear on his office screen: IDENTITY NOT CAPTURED."|stage direction||
61|SINCLAIR|How did he enter X-Net?|speech|SINCLAIR|M
62||"His text inputs.    Answer comes:     ""Path untraceable"""|stage direction||
63|SINCLAIR|How could you let this happen?|speech|SINCLAIR|M
64||20   INT.   CYBERSPACE - PLEXOR'S INNER SANCTUM|unknown||
65||Plexor processes the input - remains emotionless.|stage direction||
66|PLEXOR|"I do what you programmed me to do.
I am constructing X-Net."|speech|PLEXOR|M
67||21   INT.   ENCOM CORPORATION - SINCLAIR'S OFFICE - DAY|unknown||
68|SINCLAIR|"New instructions - find and destroy
the intruder!"|speech|SINCLAIR|M
69||"Text reply: ""Resource allocation reconfiguration required.
Estimated delay to X-Net construction: 46.4 hours."""|stage direction||
70|SINCLAIR|"No. We can't delay the opening of X-
Net. Disregard my last command.
Maintain construction priority."|speech|SINCLAIR|M
71||Sinclair cuts off the contact, pressure mounting.|stage direction||
72||22   INT.   CYBERSPACE - PLEXOR'S INNER SANCTUM|unknown||
73||"Ruby beam goes dark. Plexor lowers his disk.        His eyes are
cold, his confidence supreme."|stage direction||
74||23   INT.   ENCOM CORPORATION CONFERENCE ROOM - DAY|unknown||
75||Crisis management team assembles.       Nervous X-Net Senior Staff.|stage direction||
76||"(CONTINUED)
10
23   CONTINUED:"|unknown||
77||"Rush arrives late, out of breath, determined.        Joins Phlegman
and Kelter."|stage direction||
78|RUSH|"System is stable again, keep you
fingers crossed."|speech|RUSH|M
79|PHLEGMAN|Any luck finding the intruder?|speech|PHLEGMAN|F
80||RUSH|unknown||
81|PHLEGMAN|Don't ask.|speech|PHLEGMAN|F
82||"RUSH notices across the room: Brilliant, beautiful MEGAN
RANDALL, his age. Her security ID: ""LEVEL BLACK""."|stage direction||
83|RUSH|"What's she doing here?    This is an
operations meeting."|speech|RUSH|M
84|KELTER|You and Meg still, eh...    At it?|speech|KELTER|F
85|RUSH|There was never anything between us.|speech|RUSH|M
86||Kelter and Phlegman trade a look.       Sure.|stage direction||
87|RUSH|"She's Advanced Projects.    This has
nothing to do with her."|speech|RUSH|M
88||Sinclair storms in.       Room falls silent.|stage direction||
89|SINCLAIR|"This company's existence depends on
the flawless launch of X-Net in twenty-
two hours, fifty-one minutes. Now
somebody - some hacker, some
competitor, somebody - just proved
they're smarter than us. Breaking
into X-Net is theoretically
impossible."|speech|SINCLAIR|M
90||Everybody looks at Rush.|stage direction||
91|RUSH|"This creep's the best I've ever seen.
He crosses platforms, cracks 128 bit
encryption, cloaks every move, never
leaves a trace."|speech|RUSH|M
92|SINCLAIR|"When you find him, I'll be sure to
hire him."|speech|SINCLAIR|M
93||"11
23   CONTINUED:    (2)"|unknown||
94||"Chuckles around the room.    Mood chills: Sinclair's not
laughing."|stage direction||
95|SINCLAIR|"Boys and girls, we cannot sell a
secure network that is not secure."|speech|SINCLAIR|M
96|PR VP|We delay the launch.|speech|PR VP|?
97|SINCLAIR|"And the world assumes we've got a
faulty product. And they'd be right."|speech|SINCLAIR|M
98|KELTER|We ramp up our encryption schemes -|speech|KELTER|F
99|PHLEGMAN|Thicken all firewalls -|speech|PHLEGMAN|F
100|RUSH|"We can't win playing defense. And
it's a bigger job than just swatting
an intruder program. Somewhere,
there's a human mind behind this
thing. We have to get to that User
and shut him - or her - down, or the
game never ends."|speech|RUSH|M
101||Meg listens quietly.    Studies Rush.|stage direction||
102|SINCLAIR|What do you need, Rush?|speech|SINCLAIR|M
103|RUSH|20 guys for 20 days -|speech|RUSH|M
104|SINCLAIR|"We don't have 20 hours. This problem
needs to be gone before tomorrow
9AM. Come on people, this company's
future is at stake! It's time to
think without a box!"|speech|SINCLAIR|M
105||"Minds ponder grimly. Finally, a lone VP rises.      It's RUDY,
the company Archivist."|stage direction||
106|RUDY|"At a time like this, let's seek
inspiration in the past. We should
ask ourselves: What solution would
spring from the inspired mind of our
departed leader, Flynn."|speech|RUDY|F
107||"(CONTINUED)
12
23   CONTINUED:    (3)"|unknown||
108||"He's got an obituary photo of FLYNN, Encom's legendary
previous - and deceased - CEO.
Groans around the table. Execs rolls their eyes, disses
Rudy's idea. Flynn has become a stale company joke.
Rudy sheepishly sits.
But Sinclair stops behind Rudy, eyes fixed on the photo of
Flynn. An idea takes hold. He looks to Meg."|stage direction||
109|SINCLAIR|Is the QF-401 is operational?|speech|SINCLAIR|M
110||MEG|unknown||
111|SINCLAIR|Um...   Midway into phase one testing.|speech|SINCLAIR|M
112||"Confusion among execs.     Nobody knows what a ""QF-401"" is.
Not even Rush."|stage direction||
113|SINCLAIR|"If we can't fight this intruder from
the outside, then maybe we need to
fight him from the inside."|speech|SINCLAIR|M
114||Meg's mind races.|stage direction||
115|MEG|I'm ready to do my part.|speech|MEG|F
116|SINCLAIR|"This company needs a hero. Who among
you is the smartest, most resourceful
and courageous?"|speech|SINCLAIR|M
117||"Looks trade around the table.     Meg slowly rises, indicating
her choice."|stage direction||
118|MEG|Who else could it be?|speech|MEG|F
119||She's singled out Rush.|stage direction||
120||24   INT.   ENCOM CORP CORRIDOR - SECURE ELEVATOR - DAY|unknown||
121||"Meg leads Sinclair and Rush to a SECURE ELEVATOR.     Her retinal
scan ID opens the door. They step in."|stage direction||
122||25   INT.   ENCOM SECURE ELEVATOR - GOING DOWN - MOMENTS LATER|unknown||
123|RUSH|"Somebody going to tell me what I've
been volunteered for?"|speech|RUSH|M
124||"(CONTINUED)
13
25   CONTINUED:"|unknown||
125|SINCLAIR|"Rush, you're the only one I can trust
to eliminate the intruder. But you
won't be doing it the way you thought.
Meg's been working on something down
here that's, well... Beyond Top
Secret."|speech|SINCLAIR|M
126||Rush drills a look at Meg, but she keeps it all business.|stage direction||
127||26   INT.   ENCOM ADVANCED RESEARCH LAB - MOMENTS LATER|unknown||
128||"Out the elevator, Meg leads them into a maze of ultra-tech
gear."|stage direction||
129|MEG|"This is where Flynn worked.   And
where he died."|speech|MEG|F
130||"Amid sleek new equipment, there's a glass cabinet housing a
CHARRED REMNANT of strange machinery."|stage direction||
131|SINCLAIR|"Meg has reconstructed Flynn's last
project. This time it works."|speech|SINCLAIR|M
132||"Mega signals lab assistant DEWEY. He pokes buttons:       A
MASSIVE TECHNICAL DEVICE unfolds and boots up."|stage direction||
133|RUSH|"You didn't pick this up at Circuit
City. What is it?"|speech|RUSH|M
134|MEG|"A Quantum Digitizer. Prototype,
only one of its kind. Flynn designed
it to break down physical objects
into high resolution data. Luckily,
we salvaged his key components and
back-engineered the system."|speech|MEG|F
135||"She opens a cage, places her LAB RAT (Jo-Jo) on a target
stage. Dewey boots controls, presses commands. Beam array
scans the rat into the computer, forming a 3D rat-image on
screens, dematerializing the physical rat. Device revs down.
Rush runs his hand over the empty target stage."|stage direction||
136||RUSH|unknown||
137|MEG|That's...   Not possible.|speech|MEG|F
138||"Lab rat has vanished from the physical world.     Its digitized
image rotates on monitors."|stage direction||
139||"(CONTINUED)
14
26   CONTINUED:"|unknown||
140|MEG|"Flynn was trying to take it one step
further. He wanted to transport a
human being into cyberspace."|speech|MEG|F
141|RUSH|"You mean the urban legends? A
computer sucked Flynn into cyberspace
a long time ago."|speech|RUSH|M
142|SINCLAIR|We think it happened.|speech|SINCLAIR|M
143||Meg agrees.    Rush gets a chill.|stage direction||
144|SINCLAIR|"It was a fluke. But Flynn worked
for years, down here, trying to make
it happen again. One day a test
went bad. A plasma reaction destroyed
this lab. Flynn was reduced to ash."|speech|SINCLAIR|M
145||"Rush views the charred remains in the glass case. Photos of
the destroyed lab. Spooky evidence of a hellish death scene."|stage direction||
146||RUSH|unknown||
147|SINCLAIR|"I was never told how he died. It
was all just weird, you know, because
Flynn's the guy who hired me. But
he was strange, kept to himself, I
didn't know what job I was supposed
to be doing."|speech|SINCLAIR|M
148||(to Sinclair)|unknown||
149|SINCLAIR|"Then you came onboard, the company
woke up, we had a direction. It was
kind of pathetic, because by the
time Flynn died, everybody was too
busy to care."|speech|SINCLAIR|M
150|SINCLAIR|"He was brilliant in his way, but
genius without discipline leads to
nothing. His reckless habits nearly
ruined this company... And for sure
got him killed."|speech|SINCLAIR|M
151||A last look at the charred remains of Flynn's machine.|stage direction||
152|MEG|"That kind of accident can't happen
again. We've upgraded the system in
ways Flynn never could. The chips
didn't exist until now."|speech|MEG|F
153||"(CONTINUED)
15
26   CONTINUED:    (2)"|unknown||
154||"She presses commands. Beams re-materialize the lab rat on
the target stage. Jo-jo is as good as new."|stage direction||
155||MEG|unknown||
156|MEG|Hey, Jo-Jo.    Have good trip?|speech|MEG|F
157||"She puts the rat in on her shoulder, feeds it a tidbit.
Then she scrutinizes Rush.
Rush considers Meg, then turns to Sinclair."|stage direction||
158|RUSH|"You want her to send me into
cyberspace to catch that jerk who
hacked us?"|speech|RUSH|M
159|SINCLAIR|"The future of this company depends
on it."|speech|SINCLAIR|M
160||Rush looks to Meg.    She offers a reassuring nod.|stage direction||
161|RUSH|You can bring me back okay?|speech|RUSH|M
162||MEG|unknown||
163|RUSH|Ask Jo-Jo.|speech|RUSH|M
164||Lab rat is perched happily on her shoulder.|stage direction||
165|SINCLAIR|"Destroy the intruder by 9AM tomorrow,
Rush. I know if anyone can, it's
you. I've had my eye on you for a
long time. Score this hit and I'll
make you my full partner in this
company."|speech|SINCLAIR|M
166||"Rush is awe-struck. Ready, willing, able.        He shakes
Sinclair's hand, sealing the deal."|stage direction||
167|RUSH|I won't let you down.   Let's do it.|speech|RUSH|M
168||"Meg removes target stage, swings a custom TARGET CHAIR in
place. Rush lowers in place. Meg buckles him in. Last
chance for a private word:"|stage direction||
169|MEG|"I promise I'll get you back safely
by 9AM tomorrow. But you have to
promise me something too -"|speech|MEG|F
170||"(CONTINUED)
16
26   CONTINUED:    (3)"|unknown||
171|RUSH|"You're a piece of work. You dumped
me because you said I was too much
about the company's needs and not
enough about yours. Well here we
are, the company needs their best
guy, and you just can't admit how
much to hurts to nominate me."|speech|RUSH|M
172|MEG|"This bigger than us, Rush. Listen
to me. I don't know what you're
going to find in there, but whatever
it is, promise you'll follow your
heart and do the right thing."|speech|MEG|F
173||Rush stares at here, in shock.|stage direction||
174||RUSH|unknown||
175|MEG|Oh.    So you think I have a heart?|speech|MEG|F
176||"Meg breaks away, retreating to the controls with Sinclair.
Rush's trails her with his eyes - he can't stop looking."|stage direction||
177||(under his breath)|unknown||
178|RUSH|I promise.|speech|RUSH|M
179||"Meg initiates Quantum Digitizer sequence.
Rush watches PULSING CHROMATIC LIGHT build down the unit's
column, coming toward him.
Plasma strobes CYAN/MAGENTA. Unit HUMS... Then GROANS
WILDLY. Flashes randomize. Something's off balance -
Meg worries.       Moves for the ""abort"" button."|stage direction||
180|DEWEY|It's overloading!|speech|DEWEY|?
181||"Unit sparks.       Ceramic components STRESS and CRACK.
Rush clenches his seat, terrified."|stage direction||
182|RUSH|What's happening?!|speech|RUSH|M
183|MEG|System is losing stability!|speech|MEG|F
184||"Sinclair sees: Monitor sounds company-wide alert:         ""X-NET
BREECH! INTRUDER DETECTED!"""|stage direction||
185||"(CONTINUED)
17
26   CONTINUED:    (4)"|unknown||
186|SINCLAIR|There's been another breech!|speech|SINCLAIR|M
187|RUSH|It's the Intruder again!|speech|RUSH|M
188|MEG|We have to abort!|speech|MEG|F
189|SINCLAIR|We might not get another chance!|speech|SINCLAIR|M
190||RUSH|unknown||
191|SINCLAIR|DO IT!|speech|SINCLAIR|M
192||"Sinclair pulls Meg's hand from the ""abort"" button and slams
his hand on ""DIGITIZE"".
BEAM ARRAY scans Rush's body, reducing it to bits -
Meg worries -
Sinclair dives for cover -
PLASMA BALL engulfs Quantum Digitizer.
FINAL BITS of Rush scan away.
Plasma ball FRIES the unit.         Breakers trip.   Power fades.
Meg and Sinclair come up to find:
Quantum Digitizer:       In a smoking heap.
Target chair:       Empty."|stage direction||
193||27   EXT.   CYBERSPACE TRANSITION|unknown||
194||"Light-speed thrill-ride, hurling into digital chaos.
Rush's electrified body hurtles across the void, eyes filled
with TERROR and AWE."|stage direction||
195||"TRANSFORMS TO:
28   EXT.   CYBERSPACE - X-NET CENTRAL SERVER"|unknown||
196||"Shimmering bits morph into an awesome cyberscape.
Rush enters this bizarre world - CRASH/FLASH - stranger in a
strange land. Data energy ZAPS off his body, interacting
with the landscape circuitry around him. He fights it, tries
to control it."|stage direction||
197||"18
28   CONTINUED:"|unknown||
198||"Rush stands, beholds the place. Looks at his hands and arms,
clad in circuitry. He finds he had landed outside:
Fortress-like X-NET CENTRAL SERVER.       ALARMS SOUNDING inside.
He turns, looks up a FIREWALL. Hundreds of X-Takk Troops
hurry to look down. FIRING WEAPONS.
A FIGURE comes at him, down the wall, STREAKING RED.
BLAMMO!
TRON lands on a plateau above Rush, gazing down.
They face each other, equally perplexed.
Rush is no longer human, but not quite a program either.
Energy zaps off his body, infusing the surrounding circuitry.
Tron stares, unblinking - Cyber-Ninja."|stage direction||
199||RUSH|unknown||
200|SINCLAIR|It's YOU!    The intruder!|speech|SINCLAIR|M
201||"Rush's body circuits PULSE with anger - data surges out his
feet, across floor circuitry, up to the plateau. Energy
interacts with Tron's body circuits, siphoning off bits of
code.
Code races across Rush's eyes.        Identification data."|stage direction||
202||RUSH|unknown||
203|SINCLAIR|You are...    TRON?!?|speech|SINCLAIR|M
204||"X-Takks hustle onto the scene.
Tron leaps off the plateau, cutting the data connection.      He
whips his disk off his back and THROWS.
Disk SLAMS Rush in the gut, knocks him flat."|stage direction||
205||RUSH|unknown||
206|SINCLAIR|ARRRGHH!|speech|SINCLAIR|M
207||"X-Takks pursue Tron -
Tron recovers his disk - vanishes in an OUTBOUND DATA STREAM,
losing his pursuers.
X-Takks pull Rush to his feet, shocked."|stage direction||
208||X-TAKK 1|unknown||
209|SINCLAIR|RX23?!|speech|SINCLAIR|M
210||"19
28   CONTINUED:    (2)
X-TAKK 2"|unknown||
211|SINCLAIR|But...    You crashed irrecoverably!|speech|SINCLAIR|M
212|RUSH|Uh, well, I'm not exactly -|speech|RUSH|M
213|X-TAKK 3|RX23 has been rebooted!|speech|X-TAKK 3|?
214|VOICE|RX23 reboot was not authorized!|speech|VOICE|M
215||"Pushing through Police: A sleek, smart cyber-babe MEGA.
(She's Meg's cyber-twin: Twice the edge, half the patience,
all the curves.)
Rush is awed by the sight of her."|stage direction||
216||RUSH|unknown||
217|VOICE|Yow.     I know who programmed you.|speech|VOICE|M
218|MEGA|I am Mega, X-Net Intelligence.|speech|MEGA|F
219||RUSH|unknown||
220|MEGA|Mega.     Cool.     I am -|speech|MEGA|F
221|MEGA|"A spy? Posing as RX23? Under which
register were you rebooted?"|speech|MEGA|F
222||RUSH|unknown||
223|MEGA|I'm a User.|speech|MEGA|F
224||Mega and X-Takks look at him like he's crazy.|stage direction||
225|MEGA|Detain this impostor.|speech|MEGA|F
226||X-Takks move to seize Rush.|stage direction||
227|RUSH|"No wait, look. We're on the same
side here. I got an ID on the
intruder!"|speech|RUSH|M
228||"Mega touches Rush, exciting his energy flow.        She reads
data streaming in his eyes - TRON'S ID info."|stage direction||
229||MEGA|unknown||
230|RUSH|"""Tron""?"|speech|RUSH|M
231|X-TAKK 2|How did he get that??|speech|X-TAKK 2|?
232||"(CONTINUED)
20
28   CONTINUED:    (3)"|unknown||
233|MEGA|Plexor must know of this!|speech|MEGA|F
234||29   EXT.   CENTRAL CONTROL SERVER|unknown||
235||"Mega and X-Takks escort Rush across bridges, in security
portals. Firewalls cool and part, allowing them to pass.
Down a grand corridor, past towering energy columns and
throbbing green memory banks. They cross a bridge. View
includes: Vast square concentric security rings surround a
massive cubic POWER SUPPLY CORE."|stage direction||
236||30   INT.   PLEXOR CPU|unknown||
237||"Plexor toils over the latest security breech, failing to
decipher recordings of the Intruder.
Rush is brought in buy Mega.      He double-takes on Plexor, the
cyber-twin of Sinclair."|stage direction||
238||MEGA|unknown||
239|MEGA|Plexor.   This is the one.|speech|MEGA|F
240||Plexor steps closer, scanning Rush.|stage direction||
241|PLEXOR|You are not RX23.|speech|PLEXOR|M
242|RUSH|"My name is Rush. I'm a - Look, I
got an ID on the Intruder. Do you
know the program they used to call
Tron?"|speech|RUSH|M
243||"Plexor activates memory banks. Accesses archive files of
the original low-rez Tron: So harmless, so many years ago.
Bears little resemblance to the upgraded Tron."|stage direction||
244|PLEXOR|You are in error. Zero match.|speech|PLEXOR|M
245|RUSH|"Exactly. That's how he's getting
past you. You don't see him for
what he is. He's one of your own,
gone bad. Tron was a crude security
program from Encom's old days.
Strictly low-rez, right? Archived
and forgotten. But his source code
contains all the architecture of
every Encom system, including X-net."|speech|RUSH|M
246||"(CONTINUED)
21
30   CONTINUED:"|unknown||
247|RUSH (CONT'D)|"That's why some smart User dusted
him off and upgraded him -"|speech|RUSH|M
248||PLEXOR|unknown||
