|character|text|type|character_clean|gender
76||(loud enough to be heard|location||
77||by his class)|unknown||
78|SAM|"Okay, you guys.  Good work.  Now coil
those dock lines and I'll see you all on
Monday."|speech|SAM|M
79||"He watches his class clamber up the docks.  His eye falls upon
the pagoda, the dancing cheerleaders -- Kelly Van Ryan in
work-out tights -- bare arms reaching for the sky."|stage direction||
80||EXT. SCHOOL DOCKS - SAM & JIMMY - LATER|location||
81||"hosing down boats, stowing sails.  They look up as...
A HUGE POWER BOAT glides past.  The docks rock in its wake."|stage direction||
82|JIMMY|All right.  I could party on that.|speech|JIMMY|M
83||Sam just laughs at him.|stage direction||
84|SAM|That's about all it's good for.|speech|SAM|M
85||(beat)|location||
86|SAM|That's the one to have.|speech|SAM|M
87||"He points to a beautiful triple-masted schooner headed out of the
bay, under sail."|stage direction||
88|SAM|"The Windward Passage.  I crewed on that
one summer."|speech|SAM|M
89||(beat)|location||
90|SAM|Long time ago.|speech|SAM|M
91||He pulls his eyes from the boat, sets about coiling a line.|stage direction||
92|JIMMY|"You know, I want to thank you for
getting me into this class...  No way was
my old man going to spring for the
fees..."|speech|JIMMY|M
93|SAM|Hey, you're working for it.|speech|SAM|M
94||(beneath a laugh)|location||
95|SAM|Least you're supposed to be.|speech|SAM|M
96||"He tosses Jimmy the coiled line.  Jimmy's caught off-guard, but
catches it at the last second, then shares the laugh with Sam."|stage direction||
97|VOICE (O.S.)|Can I play too?  Or is it just for boys?|speech|VOICE|F
98||"Sam and Jimmy turn to find Kelly Van Ryan at the far end of the
dock.  She's fresh from cheerleader practice, in a white blouse
knotted at the bottom to REVEAL a flat, tanned stomach; open at
the top to REVEAL the swelling of her breasts.  She favors Sam
with a coy smile."|stage direction||
99|KELLY|"So who's washing your car this weekend,
Mr. Lombardo?"|speech|KELLY|F
100||(off Sam's blank look)|location||
101|KELLY|The senior car wash, remember?|speech|KELLY|F
102||(beat)|location||
103|KELLY|"Tamara's making a schedule.  She said
you bought a coupon but you're not on
anybody's list."|speech|KELLY|F
104||Sam smiles, remembering.|stage direction||
105|SAM|"Well, you know.  Figured I'd buy a
Washing ticket, support the effort.
That old Jeep of mine's kind of a waste
of time, don't you think?"|speech|SAM|M
106||"Sam places the coiled hose on top of a locker then starts up the
dock, Jimmy at his side.  Kelly falls in with then."|stage direction||
107|KELLY|"Not at all.  How about if Nicole and I
do it?  We're working as a team."|speech|KELLY|F
108||Sam just looks at her.  She looks back -- big, pleading eyes.|stage direction||
109|SAM|"Okay, try me on Sunday.  I'm going out
to the Everglades on Saturday.  You guys
can wash the mud off."|speech|SAM|M
110|KELLY|Deal.|speech|KELLY|F
111||(beat)|location||
112|KELLY|"You know, I just looked out front.  My
ride wasn't there.  You suppose you
could give me one?"|speech|KELLY|F
113||Sam doesn't answer right away.  He looks toward the school.|stage direction||
114|KELLY (CONT'D)|"You wouldn't want me to walk, would you?
I mean like, something bad might happen."|speech|KELLY|F
115||"Sam hesitates, momentarily at a loss, then turns to Jimmy, who
seems to regard Kelly with something akin to physical pain."|stage direction||
116|SAM|What about you, Jimbo, you need a ride?|speech|SAM|M
117||(still looking at Kelly)|location||
118|JIMMY|What?|speech|JIMMY|M
119|SAM|A ride.  You want one?|speech|SAM|M
120||JIMMY|unknown||
121|SAM|Yeah.  But I got my bike.|speech|SAM|M
122||EXT. BLUE BAY SCHOOL - DAY|location||
123||"Sam's Jeep rolls out of the drive, Jimmy's bike in back, meaning
that Jimmy and Kelly are squeezed into the passenger seat, which
is fine with Jimmy.  Kelly's thigh is pressed against his.  His
arm pushes against her breast.  Kelly is not so happy.
As they near the school's entrance, they come upon a beat-to-shit
VW bug -- stalled at a stop sign.
A John Deere tractor mower sits nearby.  A groundsman -- a tall
black guy with a shaved head, waits at the wheel of the bug as...
Suzie Toller -- in black platform shoes, a T-shirt and cutoff
jeans, leans over the engine, fiddling with the car's linkage.
Sam pulls up next to the bug and stops."|stage direction||
124|SAM|"We got room for one more, Suzie.  You
need a ride?"|speech|SAM|M
125||Kelly rolls her eyes as Suzie turns to look at them.|stage direction||
126|KELLY|"Jesus.  Where'd she get those shoes?
Whores-4-Less?"|speech|KELLY|F
127||"Suzie's eyes go cold.  She signals the groundsman, who turns the
key.  The CAR SPLUTTERS to life.  Suzie flashes a smile, then
sticks out her tongue -- which has been pierced by a silver stud."|stage direction||
128|KELLY (CONT'D)|That's cute.|speech|KELLY|F
129||"Suzie gives her the finger.  Sam makes eye contact with Suzie,
offers a sad smile, while putting the Jeep in gear."|stage direction||
130||(to Suzie)|location||
131|KELLY (CONT'D)|I hope you swallow it.|speech|KELLY|F
132||Jimmy turns, waving to Suzie as the Jeep pulls away.|stage direction||
133||EXT. UPSCALE NEIGHBORHOOD - DAY|location||
134||"Magnificent old mansions occupy five-acre bay-front parcels amid
lush, tropical settings.
Sam's Jeep stops before a pair of gates with the words ""VAN RYAN""
woven into their wrought-iron design.  Beyond the gates a long
drive leads toward a huge stone house.  Kelly jumps out, punches
in a code.  The gates swing open."|stage direction||
135|KELLY|Don't forget the car wash.|speech|KELLY|F
136|SAM|I won't.|speech|SAM|M
137||"SANDRA VAN RYAN, Kelly's mom, big, sexy, aggressive, a young 42
in a string bikini, comes out from the side of the house.  When
she sees the Jeep, she starts down the drive.
Kelly waves to Sam, then walks up the drive.  When she sees her
mother coming toward her, her face hardens."|stage direction||
138|SANDRA|Is that Sam Lombardo?|speech|SANDRA|F
139||(sarcastic)|location||
140|KELLY|Hi, Mon.|speech|KELLY|F
141|SANDRA|Sam!  Hi!|speech|SANDRA|F
142||"Sam has already hung a U.
Sandra comes through the gate and up to the Jeep.
Jimmy is checking her out.  All eyes."|stage direction||
143||(to Sam; as if Jimmy|location||
144||wasn't even there)|unknown||
145|SANDRA (CONT'D)|"What?  You're going to drive off without
even saying hi?"|speech|SANDRA|F
146|SAM|Hi, Sandy.|speech|SAM|M
147|SANDRA|Why don't you come in, have a drink?|speech|SANDRA|F
148|SAM|Can't.  Got a passenger.|speech|SAM|M
149||Sandra looks down her nose at Jimmy.|stage direction||
150|SANDRA|He can wait.|speech|SANDRA|F
151||"Sam glances past her, to Kelly, who stands languidly at the front
of the house, watching."|stage direction||
152|SAM|I can't, Sandy.  I've got to run.|speech|SAM|M
153|SANDRA|I'll bet.|speech|SANDRA|F
154||(then, softening)|location||
155|SANDRA|"Look, Sam.  Why don't you come by this
weekend.  We'll take the boat out..."|speech|SANDRA|F
156||(cutting her off)|location||
157|SAM|Sorry, Sandy.  I've got plans.|speech|SAM|M
158|SANDRA|"What?  Running over alligators with that
silly swamp jalopy when you could be
sailing a real boat..."|speech|SANDRA|F
159|SAM|"Swamp's where it's at, Sandy.  Gives you
a look into the muck we all crawled out
of.  You ought to try it some time."|speech|SAM|M
160||"Sandra gives him a hard stare, then marches off toward the house.
CLOSE ON KELLY
still at the door, a cold smile on her face."|stage direction||
161||FADE TO:|unknown||
162||EXT. SUBURBAN CUL-DE-SAC - DAY|location||
163||"Neat little stucco houses -- some not so neat -- simmer in
tropical heat.
A BMW Z-3 Roadster stops at the head of the cul-de-sac.  Nicole
is driving.  Kelly sits beside her."|stage direction||
164|NICOLE|This is it?|speech|NICOLE|F
165||Kelly looks at a pad of paper, nods.|stage direction||
166|KELLY|Four-thirty-seven.|speech|KELLY|F
167||"They pass a couple of teenagers playing basketball in a driveway,
a guy mowing his yard."|stage direction||
168|NICOLE|Nice.|speech|NICOLE|F
169|KELLY|"What do you want, he's a teacher for
Christ's sake."|speech|KELLY|F
170||(beat)|location||
171|KELLY|It's here.  Pull over.|speech|KELLY|F
172||"Nicole does, before one of the not-so-neat houses.  Sam's muddy
Jeep Wrangler is parked in the drive.  Behind that is a red
Mercedes convertible."|stage direction||
173||INT. SAM'S HOUSE - BEDROOM - SAME|location||
174||"Sam and BARBARA, 28, a lean, beautiful country-clubber roll on
the bed.  Barbara is dressed for tennis.  Sam wears a baggy pair
of khaki shorts.  Barbara struggles to escape.  Sam grabs a leg,
kisses the back of her knee.
He pushes up the little white skirt, kissing her between her
thighs."|stage direction||
175||(getting just a little|location||
176||breathless)|unknown||
177|BARBARA|"Sam, come on... I'm gonna be late for my
game..."|speech|BARBARA|F
178||Sam keeps at it.  She's starting to weaken.|stage direction||
179|BARBARA (CONT'D)|"Not that I'm going to be much good after
last night..."|speech|BARBARA|F
180|SAM|Eat a power bar.|speech|SAM|M
181||"Barbara starts to giggle.  He's just about got her when...
The DOORBELL RINGS.  Sam lets go.  Barbara sighs."|stage direction||
182||INT. LIVING ROOM - SAME|location||
183||"Sam goes to the front door, opens it, to find...
Kelly and Nicole, holding plastic pails full of rags.  The girls
are dressed in Blue Bay High T-shirts, cropped to REVEAL flat
tummies, shorts and running shoes."|stage direction||
184|GIRLS|Hi, Mr. Lombardo.|speech|GIRLS|M
185||Sam looks over the girls -- a small, exasperated smile.|stage direction||
186|KELLY|Look, he forgot.  I knew it.|speech|KELLY|F
187|SAM|"No I didn't.  Check out the Jeep.  It's
nice and dirty for you."|speech|SAM|M
188||(beat)|location||
189|SAM|"But you might want to wait a minute.
The Mercedes is leaving."|speech|SAM|M
190|NICOLE|You mean that isn't yours too?|speech|NICOLE|F
191||The girls giggle.  Sam smiles.|stage direction||
192|KELLY|Where's the hose?  We can set up.|speech|KELLY|F
193|SAM|In back of the garage.|speech|SAM|M
194||"As they walk away, he is joined by Barbara.  She watches the
girls with an appraising eye."|stage direction||
195|BARBARA|Is that Sandra Van Ryan's kid?|speech|BARBARA|F
196|SAM|Kelly.|speech|SAM|M
197|BARBARA|She's going to wash your Jeep?|speech|BARBARA|F
198|SAM|"Senior class fund-raising gig.  I told
'em they could hose down the Jeep."|speech|SAM|M
199||(off Barbara's look)|location||
200|SAM|Hey, come on.  It's for a good cause.|speech|SAM|M
201||Barbara laughs at him.|stage direction||
202|BARBARA|Sam the philanthropist.|speech|BARBARA|F
203||(a beat)|location||
204|BARBARA|Tomorrow, right?|speech|BARBARA|F
205||Sam nods.  Another kiss.|stage direction||
206||EXT. SAM'S DRIVEWAY - SAME|location||
207||"As Barbara goes to her car she sees the girls coming from behind
the garage.  She looks at Sam, standing in his doorway, watching
the girls.  When he sees Barbara looking at him, he shrugs, then
waves."|stage direction||
208||EXT. FRONT DOOR - SAM'S HOUSE - LATER|location||
209||"Kelly and Nicole, looking very much like the finalists in a wet
T-shirt derby, ring the bell.
Sam answers.  He looks them over.  A couple of houses down he can
see the guy with the mower, dumping grass into a can, watching
the girls, then turning to walk back to his house."|stage direction||
210|SAM|So, where you off to now?|speech|SAM|M
211|KELLY|Aren't  you forgetting something?|speech|KELLY|F
212||(off Sam's look)|unknown||
213|KELLY|Your coupon.  We gotta have it.|speech|KELLY|F
214|SAM|Jeez, that thing... Can't you...|speech|SAM|M
215||(smiling)|location||
216|KELLY|Rules are rules, Mr. Lombardo.|speech|KELLY|F
217||Nicole laughs.|stage direction||
218|SAM|All right.  I'll have to look for it.|speech|SAM|M
219||(as he starts to go)|location||
220|KELLY|Mr. Lombardo.|speech|KELLY|F
221||(as he stops)|location||
222|KELLY|"We're running kind of late.  How about
if Nicole goes on to the Mansons?  You
could give me a ride when you find the
ticket."|speech|KELLY|F
223||Sam looks at her, as does Nicole.|stage direction||
224|SAM|Give me a minute.|speech|SAM|M
225||"He hurries from the room.  Kelly turns to Nicole, giving her the
eye, pointing toward the drive."|stage direction||
226||(mouthing the words)|location||
227|NICOLE|Are you sure?|speech|NICOLE|F
228||Kelly nods, a mischievous smile on her face.|stage direction||
229||INT. SAM'S BEDROOM - SAME|location||
230||"Sam is rummaging through drawers.  He stops when he hears the
SOUND of a CAR.  He goes to the window in time to see Nicole's
BMW headed down his street."|stage direction||
231||INT. SAM'S LIVING ROOM - SAME|location||
232||"Sam ENTERS the room to find Kelly just inside the doorway, where
the water from her wet clothing has formed little pools on the
linoleum.
Sam looks at the water.  He looks at Kelly.  She moves a step
closer, allowing the door to SWING shut behind her."|stage direction||
233||EXT. SAM'S NEIGHBORHOOD|location||
234||"A long, slow, Antonioni PAN -- time passes -- the cul-de-sac --
the sparkling lawns -- the kids with the basketball -- a jogger
passing by..."|stage direction||
235||DISSOLVE TO:|unknown||
236||EXT. SAM'S PORCH - LATER|location||
237||"The front door.  The door opens.  Kelly comes out, fast, slamming
the door behind her.  She walks down the drive.
There are tears on her face.  As she hits the street, she begins
to run.
The man with the mower is now seated on his parch, drinking beer.
He watches as the girl runs by.
The teenagers are still playing hoops.  They stop as Kelly jogs
past, sobbing.  They watch as she hits the end of the cul-de-sac
and DISAPPEARS around a corner."|stage direction||
238||EXT. THE EVERGLADES - DAY|location||
239||"Sam, perched in the pilot's seat of a beat-to-shit old air boat,
rips through the Florida swamp land.
He glides across channels of water, then turns into the tall
grass which whips at the hull of his boat.  Bits and pieces of
debris fly through the air.  Sam smiles, swinging the boat
through a series of wide, sliding turns.
Suddenly he spots something.  He throttles down gliding into a
shallow pool where... A HUGE ALLIGATOR, aware it has been found
out, whips about, stirring up mud, then scuttling OUT OF SIGHT"|stage direction||
240|SAM|"Sly old fucker.  How you got so big,
wasn't it?"|speech|SAM|M
241||"Sam sits for a moment in the silence.  He pulls a pair of
binoculars from beneath his seat and looks through them.
ANGLE ON HORIZON
All we SEE is a shabby collection of whitewashed buildings
shimmering in the last long light of afternoon.
Sam watches for some time.  At last he lowers the binoculars,
revs up his engine and leaves.
ANGLE ON SAM'S BOAT
as it moves away, as SEEN from water level where...
The old gator has risen once more -- just the eyes -- a cold
primordial intelligence, gazing out, unblinking across the murky
waters of the swamp."|stage direction||
242||EXT. SAM'S HOUSE - NIGHT|location||
243||"Sam's Wrangler pulls in next to Barbara's Mercedes.  The Jeep is
muddy once more.  So is Sam.  He gets out."|stage direction||
244||INT. SAM'S HOUSE - SAME|location||
245||Sam ENTERS.  The house is dark.|stage direction||
246||SAM|unknown||
247|SAM|Barbara?|speech|SAM|M
248||"Nothing.  Me CROSSES the living room and starts down the hallway,
where a faint light issues from beneath the bedroom door."|stage direction||
249||INT. BEDROOM - SAME|location||
250||"Sam opens the door.  He hears the SOUND of RUNNING WATER.  He
walks across the room and into the bathroom."|stage direction||
251||INT. BATHROOM - SAME|location||
252||"Clouded mirrors, a shower stall full of. steam.  Behind the glass
door we SEE an indistinct shape, moving about in the hot water.
Sam opens the shower door.  The steam clears to REVEAL Barbara's
gorgeous athletic body."|stage direction||
253|BARBARA|"It's hot in here, just the way you like
it."|speech|BARBARA|F
254||"She grabs his shirt, pulling him into the shower's flow.  They
kiss.  She pulls his shirt open, loosens his pants.  His clothes
fall away.  Sam pushes her up against the tile wall, hard.  She
holds to his shoulders, nails sinking into his flesh, wrapping
her legs around his hips as...
The water, dark with swamp mud, spirals down the drain."|stage direction||
255||EXT. VAN RYAN ESTATE - NIGHT|location||
256||"Kelly Van Ryan sits on the dock, looking back toward the huge
stone house, where...
A YELLOW LIGHT burns in one of the upstairs windows.
Kelly has a shotgun laid across her knees.  Slowly, she raises
the gun, pointing at the yellow window.
She holds it there for some time, then, softly, to herself..."|stage direction||
257|KELLY|Bang...|speech|KELLY|F
258||INT. MASTER BEDROOM - VAN RYAN ESTATE - NEXT DAY|location||
259||"Sunlight streams through open windows, mingling with loud sighs
of pleasure... Sandra Van Ryan on top of FRANKIE CONDO, a big,
buffed-out Cuban.  They're making love on the bed.  She throws
her head back -- an explosion of hair -- gasps -- an orgasm is
near, as...
A cordless PHONE RINGS on the night table.  They try to ignore
it.  No dice.  Sandra groans, finally pulling away."|stage direction||
260|SANDRA|Goddamnit!|speech|SANDRA|F
261||(she answers)|location||
262|SANDRA|Hello.|speech|SANDRA|F
263|COMPUTER VOICE (V.O.)|"Hello, this is the attendance office at
Blue Bay School.  Your son or daughter
is absent today, Monday..."|speech|COMPUTER VOICE|?
264|SANDRA|Jesus H. Christ!|speech|SANDRA|F
265||She hangs up hard.  Sits on the edge of the bed.|stage direction||
266|FRANKIE|What?|speech|FRANKIE|M
267||"Sandra waves him off.  She pulls on a T-shirt, then grabs up the
phone once more, punching in a number."|stage direction||
268||INT. SAM'S OFFICE - BLUE BAY SCHOOL - DAY|location||
269||"Desk, files, a terrarium full of swamp lizards, above which a
photo of the Windward Passage decorates the wall.  There's a
Waterford bowl on the desk -- etched with ""Sam Lombardo -- Blue
Bay Educator of the Year.""
Sam is working on the computer.  The PHONE RINGS.  He answers."|stage direction||
270|SAM|Counseling.|speech|SAM|M
271||"XNTERCUT - SANDRA/SAM PHONE CONVERSATION
Sandra seated on the bed, one long leg tucked beneath her."|stage direction||
272|SANDRA|Sam, Sandy Van Ryan.|speech|SANDRA|F
273||"Frankie's eyes go cold when he hears the word ""Sam.""
In his office, Sam pushes himself away from the computer,
stiffening noticeably."|stage direction||
274|SAM|Sandy... What's up?|speech|SAM|M
275|SANDRA|"Listen, Kelly skipped school.  Have you
talked to her?"|speech|SANDRA|F
276|SAM|No.|speech|SAM|M
277|SANDRA|Shit. Here we go again.|speech|SANDRA|F
278|SAM|Didn't you see her this morning?|speech|SAM|M
279|SANDRA|"To tell you the truth, I haven't seen
her since Friday."|speech|SANDRA|F
280||"BOOM -- A SHOTGUN BLASTS outside Sandra's window.  She jumps.
BOOM, BOOM -- more BLASTS.  She jumps up to look outside.
SANDRA'S POV - KELLY
stands at the edge of the bay, launching skeet then blasting them
high above the water.
BACK TO SCENE"|stage direction||
281|SANDRA (CONT'D)|Never mind.  I found her.|speech|SANDRA|F
282||(a long beat)|location||
283|SANDRA (CONT'D)|"Listen, Sam.  It was good seeing you the
other day."|speech|SANDRA|F
284||(beat)|location||
285|SANDRA (CONT'D)|"I haven't found anyone else can handle
the Jonathan like you can."|speech|SANDRA|F
286||"She glances at Frankie -- who has heard enough.  He gives her a
long hard look, then rolls from the bed to walk from the room.
Sam remains silent, watching the lizards with their blank,
unblinking eyes."|stage direction||
287|SANDRA (CONT'D)|"Look.  I know you're seeing Barbara
Baxter.  So what?"|speech|SANDRA|F
288|SAM|So maybe I'm a one-woman man.|speech|SAM|M
289||Sandra laughs.|stage direction||
290|SANDRA|Right.|speech|SANDRA|F
291||(beat)|location||
292|SANDRA|"You really think you're gonna get one of
these Blue Bay women to marry you?"|speech|SANDRA|F
293||Sandra pauses to laugh once more.|stage direction||
294|SANDRA (CONT'D)|"Grab a clue, Sam.  You're a hired hand
around here.  Enjoy it while it lasts."|speech|SANDRA|F
295|SAM|Goodbye, Sandra.|speech|SAM|M
296||"Sam puts down the phone, looks at it -- a long moment as -- the
barest hint of a smile plays upon his face.
Sandra slams down her phone.  She looks to the bay, to the sleek
racing sloop floating beyond the private dock."|stage direction||
297|SANDRA|The nerve of some people.|speech|SANDRA|F
298||EXT. VAN RYAN ESTATE - DAY|location||
