|character|text|type|character_clean|gender
149|WILL (CONT'D)|"and two CDC (CENTER FOR DISEASE CONTROL) VANS.
Will - face cut, clothing torn - finishes with a DETECTIVE
and walks through the chaotic aftermath. He watches Caroline
walk alongside a stretcher carrying Donnie, his shoulder
packed in ice.
He spots Jacobs, who looks wrecked. He hurries over to him."|speech|WILL|M
150|WILL|Are they gone?|speech|WILL|M
151|JACOBS|"Long gone.
Will knows the answer, but has to ask anyway."|speech|JACOBS|M
152|WILL|"Did they say anything before they
left? I mean, about Phase 2."|speech|WILL|M
153|JACOBS|"Look around you, for Christ sakes.
We'll be lucky if we don't go to
jail.
Will's gutted - devastated."|speech|JACOBS|M
154|WILL|But we're so close.|speech|WILL|M
155|JACOBS|"You think you're the only one who's
got something at stake here? I've
got my own skin in this game!"|speech|JACOBS|M
156|WILL|"What happened had nothing to do
with the 112.
(desperate to clarify)
Take an already aggressive animal,
make it smarter - you're going to
get a potentially dangerous"|speech|WILL|M
157|SITUATION -|15.|speech|SITUATION -|?
158|JACOBS|"What makes you so damned positive
about that?
(pauses for emphasis)
What if this drug does things you
don't understand? Are you going to
take responsibility for that?
Because I'm sure as hell not going
to.
Here Will hesitates."|speech|JACOBS|M
159|JACOBS (CONT'D)|"We're not ready for human trials.
Hell, we weren't ready for monkey
trials."|speech|JACOBS|M
160|WILL|They're apes.|speech|WILL|M
161|JACOBS|"This is what we're going to do:
You're taking a sabbatical. I'll
let the board handle the lawsuit.
When this blows over I'll bring you
back and we'll start over - we'll
do it right this time. With mice.
Tiny mice that can't hurt anybody.
Will finds to his dismay that he's got nothing to say."|speech|JACOBS|M
162||INT. LAB REFRIGERATION ROOM - NIGHT|location||
163|JACOBS|"Will stands at the fringes of the room, watching MEN IN
HAZMAT SUITS pull down SHELVES OF METAL CANISTERS LABELED ADV
112.
His work - destroyed."|speech|JACOBS|M
164||EXT. BACK LOT, BEHIND THE LAB - NIGHT|location||
165|JACOBS|"Will climbs into his truck and pauses. He reaches into a
jacket pocket and brings out a VIAL - IT'S THE VIAL of 112 HE
USED IN THE PRESENTATION - THE ONLY REMAINING ONE.
TAP AT THE WINDOW. Franklin's face appears.
Will shoves the VIAL back into his pocket, rolls down the
window."|speech|JACOBS|M
166|� FRANKLIN|"Show you something, boss?
16."|speech|� FRANKLIN|?
167|WILL|"I don't work here anymore,
Franklin."|speech|WILL|M
168|FRANKLIN|"I just put down fifteen animals,
Dr. Rodman. The least you could do
is give me a moment of your time.
Will's shoulders sag with exhaustion. It's been a long,
devastating day."|speech|FRANKLIN|M
169|WILL|of course.|speech|WILL|M
170||INT. PRIMATE LAB - NIGHT|location||
171|WILL|"The cages are empty, the doors open. Will notes used
SYRINGES on the table, filled body bags lined up on the
floor.
It's a creepy, horrible scene."|speech|WILL|M
172|FRANKLIN|They're all gone.|speech|FRANKLIN|M
173|WILL|"I'm sorry, Franklin. Genuinely
sorry...
What's he got to do to get the hell out of there?
Franklin ignores him, steps inside Bright Eyes' cage. He
moves to the very back and pulls aside a blanket.
At first Will doesn't understand what he's looking at. The
lighting's dim and the thing's so small...
But then IT MOVES AND WILL REALIZES HE'S LOOKING AT AN INFANT
CHIMPANZEE.
Will stares at it for a long moment, his brain overloaded."|speech|WILL|M
174|WILL (CONT'D)|"It's impossible. How could a full-
term gestation go unnoticed?"|speech|WILL|M
175|FRANKLIN|"They carry small. Must have been
pregnant when they brought her in.
Will tries to get his mind around the situation.
17."|speech|FRANKLIN|M
176|WILL|Who else knows about this?|speech|WILL|M
177|FRANKLIN|No one.|speech|FRANKLIN|M
178|(BEAT)|"I'd bring him home, but my brother-
in-law works for security. He'd
rat me out in a second.
That's when will realizes."|speech||
179|WILL|You want me to take him?|speech|WILL|M
180|FRANKLIN|He's an orphan now.|speech|FRANKLIN|M
181|WILL|"I could be thrown in jail. He's a
chimpanzee who's been exposed to a
possibly dangerous drug."|speech|WILL|M
182|FRANKLIN|You don't believe that.|speech|FRANKLIN|M
183|WILL|Doesn't matter what I believe.|speech|WILL|M
184|FRANKLIN|"Just for a couple days. Until I
can find a sanctuary."|speech|FRANKLIN|M
185|WILL|That's not possible.|speech|WILL|M
186|FRANKLIN|"I heard you outside, fighting to
keep them alive."|speech|FRANKLIN|M
187|WILL|I was talking about the work, my|speech|WILL|M
188|"RESEARCH -
FRANKLIN"|she was just trying to protect him.|speech|RESEARCH -FRANKLIN|?
189|WILL|What?|speech|WILL|M
190|0|18.|speech|0|M
191|FRANKLIN|"Bright Eyes - the mother. That's
why she wouldn't let anyone into
her cage.
Will looks down at the helpless baby."|speech|FRANKLIN|M
192|WILL|"I'm sorry, Franklin - I'm sorry -
but there's nothing I can do here.
He's got to be put down like the
others."|speech|WILL|M
193|FRANKLIN|"Tell you what, Doc.
(producing a syringe)
I'm done for the day. So you be my
guest.
Franklin hands the LONG NEEDLE to Will.
It's quiet. Will can hear the baby's WHEEZY breath. He
enters the cage kneels beside it, regards his tiny body, his
little hands.
Will readies the needle, brings it close to the chimp's
belly... but there's no way he can go through with this.
Angrily Will tosses the needle aside. Turns to Franklin, who
watches from outside the cage."|speech|FRANKLIN|M
194|WILL|"Two days. Then you have to figure
it out."|speech|WILL|M
195||INT. WALMART - NIGHT|location||
196|WILL|"A BOX OF DIAPERS pulled from the shelf and tossed into a
cart.
Will moves down the aisle in a daze, the baby chimp - covered
in a blanket - plastered to his chest.
He stops at the powdered formulas, overwhelmed by the array
of choices."|speech|WILL|M
197||INT. WALMART CHECK OUT - NIGHT|location||
198|WILL|A TEEN rings up the baby goods.|speech|WILL|M
199|TEEN CASHIER|"Hey man. Congratulations.
19."|speech|TEEN CASHIER|?
200|WILL|Huh?|speech|WILL|M
201|(REALIZING)|Oh. Thanks.|speech||
202||EXT. WILL'S HOUSE - NIGHT|location||
203|(REALIZING)|Will pulls up in his truck.|speech||
204||EXT. FRONT DOOR - NIGHT|location||
205|(REALIZING)|"Will's coat is pulled forward to shield the baby at his
chest. He barely has the key in the lock when Irena opens
the door."|speech||
206|IRENA|It's Friday night. I had a date.|speech|IRENA|M
207|WILL|"I'm sorry - there was -
She doesn't wait to hear his excuse, just moves down the
walk, her footfalls pointed and angry."|speech|WILL|M
208||He pauses there. Apparently no end to this bad day.|stage direction||
209||INT. KITCHEN - NIGHT|location||
210|WILL|"Will dumps the baby goods on the counter, heads for the
refrigerator. The infant's still plastered to his chest.
He opens the fridge, grabs a crisper drawer, empties its
contents in the sink.
Then Will REACHES INTO HIS JACKET POCKET AND TAKES OUT THE
VIAL OF 112. CAREFULLY HE PLACES IT INTO THE DRAWER AND
ROLLS THE DRAWER BACK IN THE FRIDGE."|speech|WILL|M
211||INT. BEDROOM - NIGHT|location||
212|WILL|"Will sleeps the deep sleep of exhaustion. A HIGH PITCHED
WAIL comes from another part of the house.
Will sits up, remembering."|speech|WILL|M
213||INT. LAUNDRY ROOM - NIGHT|location||
214|WILL|"Will enters, half asleep, turns on the light. The baby chimp
lies in a cardboard box on the floor and he's obviously sick,
making UNNATURAL WHEEZING NOISES."|speech|WILL|M
215|0|"20.
Will stares down at the little creature, trying to decide
what to do."|speech|0|M
216||INT. BATHROOM - NIGHT|location||
217|0|"Will turns on the HOT WATER. SHUTS the door. Holding the
limp, feeble chimp in his arms, he puts down the toilet seat
and sits."|speech|0|M
218|WILL|"It's okay. It's going to be okay.
Awkwardly, he even rocks back and forth a little bit.
Will looks down at the chimp, struggling for breath. The
room fills with STEAM."|speech|WILL|M
219|CUT TO:|"A LARGE MALE CHIMPANZEE IN THE WILD. He stands at the top of
a tree, an alpha male, eyeing the CHIMPS around him.
In a sudden BURST of movement, the CHIMPANZEE TAKES OFF,
FLYING FROM BRANCH TO BRANCH with tremendous force, a FREIGHT
TRAIN OF THREAT, POWER AND VIOLENCE.
Teeth bared in a terrifying display, the ape easily
intimidates all the chimps around him.
REVEAL THAT THE CHIMP IMAGES ARE YOU-TUBE AND WILL'S WATCHING
THEM ON HIS LAPTOP.
Abruptly he closes it. Looks down at the infant, so peaceful
in his arms.
SUPER: ""TWO YEARS LATER""
SOUND of a TOILET FLUSH."|speech|CUT TO:|?
220||INT. HOUSE - DAY|location||
221|CUT TO:|"The chimp - looking like a toddler - walks out of the
bathroom, hiking up a pair of shorts. WE FOLLOW HIM THROUGH
THE HOUSE as he zig zags up and over furniture.
The house looks warmer, cluttered, more lived-in.
The chimp arrives at a hallway, where he leaps into the air
and grabs hold of a CORD that hangs from the ceiling.
As his weight pulls it down, there's a SQUEAK and a FOLD DOWN
LADDER opens from above. WE FOLLOW HIM up the ladder into...
21.
•INT. ATTIC -- DAY
.the attic. Beams of light streaming through a LARGE VENT
TO THE OUTSIDE. Rings and pegs for climbing are set into the
walls. Toys, books and puzzles scattered across the floor.
SOUNDS of KIDS PLAYING and LAUGHING OUTSIDE.
The chimp heads for the vent and peers through. WE GO OVER
HIS SHOULDER TO SEE..."|speech|CUT TO:|?
222||EXT. THE OUTSIDE WORLD - DAY|location||
223|CUT TO:|"From up here, the chimp has a commanding view of the entire
neighborhood. A group of CHILDREN rides bikes. A MAN mows
his lawn.
There's a HONK below, and the chimp watches as a TAXI pulls
up to the HOUSE NEXT DOOR.
HUNSIKER - A MAN in an AIRLINE PILOT uniform - kisses his
WIFE and young DAUGHTER, ALICE, then climbs into the cab with
his carry-on suitcase.
Alice clutches a doll in her hand as she watches her daddy's
Taxi disappear around the corner... Then TODD, the big
brother, SWIPES THE DOLL FROM HER HAND and rides off on his
bike. His FRIENDS LAUGH.
The chimp watches, riveted, as the Alice BURSTS INTO OUTRAGED
TEARS and runs after them.
WILL (O.S.)
Caesar! Breakfast!
The chimp turns at Will's call. HIS NAME IS CAESAR."|speech|CUT TO:|?
224||INT. HOUSE - DAY|location||
